method name, index construction time (s), index size (MB),,,,,,,
BFS,1.06,81.68,,,,,,,
LandmarkedIndex23(oE)-k=2185-b=20,5_887.34,33_930.80,,,,,,,
,,,,,,,,,
,,,,,,,,,
BFS_queryset-0,BFS_queryset-1,BFS_queryset-2,LandmarkedIndex23(oE)-k=2185-b=20_queryset-0,LandmarkedIndex23(oE)-k=2185-b=20_queryset-1,LandmarkedIndex23(oE)-k=2185-b=20_queryset-2,,,,
0.0900786718,0.0034106572,0.1054224173,0.000015974,0.0001350244,1.295407E-005,,5639.0663708117,25.2595660132,8138.1694957647
0.0910413265,0.0098260244,0.1047543685,0.000015974,0.0076639652,1.295407E-005,,5699.3300705395,1.2821071192,8086.5989191042
0.0908456643,0.0149106979,0.0274070104,1.605351E-005,0.0116473039,0.026335001,,5658.9284424403,1.280184502,1.0407066398
0.0900885264,0.0040593942,0.0266353289,0.000015974,0.000011603,0.0263337294,,5639.6832861318,349.8563909599,1.0114529733
0.0914963881,0.0121239821,0.0246783892,0.000015974,0.0110227267,0.0237820148,,5727.8176409975,1.0999077135,1.037691272
0.0902233124,0.0035910606,0.1029290358,0.000015974,0.000073115,0.000013272,,5648.1210996091,49.1152178971,7755.3756807585
0.0914422671,0.0131890774,0.1032763322,0.000015974,0.0098849932,0.000013272,,5724.4295807448,1.3342525446,7781.5433598353
0.09030207,0.0086213748,0.1031263669,1.629193E-005,0.0055932999,1.295407E-005,,5542.74846381,1.5413753912,7960.9240130708
0.0913016796,0.0040606658,0.1020710468,0.000015974,1.168251E-005,1.303354E-005,,5715.6285830009,347.5850446522,7831.4139381933
0.0901883443,0.0160709222,0.1058740616,0.000015974,0.0147417386,1.303354E-005,,5645.9320441166,1.0901646416,8123.2007252059
0.0909810066,0.0157326063,0.1059699853,0.000018994,0.0128473441,1.303354E-005,,4789.9841381572,1.2245804387,8130.5604862532
0.0898260276,0.0129703681,0.1053199768,1.796086E-005,0.0115016301,1.303354E-005,,5001.2097165726,1.1276982395,8080.6885005916
0.0910895665,0.0027992725,0.1031046708,2.86897E-005,7.224082E-005,1.295407E-005,,3174.9919497241,38.7491798958,7959.2491657062
0.0857066313,0.0048036575,0.1022207737,2.360343E-005,5.602836E-005,1.303354E-005,,3631.109179471,85.7361794991,7842.9017511743
0.0903502305,0.0027933121,0.101890405,2.900759E-005,7.168451E-005,1.303354E-005,,3114.7099959011,38.9667456749,7817.5541725425
0.091127634,0.0150073369,0.1022052765,2.797444E-005,0.0116890272,1.295407E-005,,3257.5320199439,1.2838824598,7889.8196844698
0.0915470123,0.0154943466,0.1021470229,2.733866E-005,0.0137203534,1.295407E-005,,3348.6283643749,1.1292964629,7885.3227503017
0.0859216849,0.0161019961,0.1014162699,2.471605E-005,0.0154259205,0.000013272,,3476.3517997415,1.0438272465,7641.393579396
0.0910433133,0.011026303,0.0367200375,2.765655E-005,0.0082209905,0.0371213754,,3291.925903267,1.3412377722,0.9891884949
0.0898886522,0.0996332963,0.1045204004,2.527236E-005,0.000013272,1.303354E-005,,3556.7969180559,7507.052185962,8019.3408974078
0.0856920083,0.098884662,0.0281192462,2.368291E-005,1.358985E-005,0.0273176829,,3618.3057035643,7276.3615485086,1.0293422858
0.0906906923,0.0991723537,0.0295033455,1.398722E-005,1.335144E-005,0.0294280052,,6483.8253963261,7427.8395244258,1.0025601555
0.0911273162,0.0987516244,0.0259141127,2.765655E-005,0.000013272,0.0252336661,,3294.9632600596,7440.6210100091,1.0269658248
0.0907449722,0.0983743668,0.1034742991,1.398722E-005,0.000013272,1.335144E-005,,6487.7060788348,7412.1958444721,7750.0478682449
0.0906414191,0.0036956469,0.1028760274,1.398722E-005,0.0022529761,1.303354E-005,,6480.3026684359,1.6403400535,7893.1761762346
0.0898386637,0.0012666384,0.1028325558,2.535184E-005,0.0003716151,1.303354E-005,,3543.6742946469,3.4084687734,7889.8408084066
0.0857953231,0.0989519755,0.1031206449,2.328554E-005,1.470247E-005,1.295407E-005,,3684.4893032328,6730.2960318912,7960.4822947537
0.0898640156,0.0992126465,0.1024007003,2.463658E-005,1.358985E-005,1.295407E-005,,3647.5848340151,7300.4960672855,7904.9055817979
0.0898164113,0.0979656378,0.1044752598,2.463658E-005,0.000013272,1.335144E-005,,3645.6525755604,7381.3994195281,7825.0181089081
0.0857733885,0.095912377,0.029835701,2.296765E-005,0.000013272,0.0299730301,,3734.5304608874,7226.6927439504,0.995418244
0.0899330775,0.0946946144,0.1022990545,2.40008E-005,1.366933E-005,1.891454E-005,,3747.0866591947,6927.5242027225,5408.4875688227
0.0858962536,0.094304959,0.1017069817,1.398722E-005,1.335144E-005,1.970926E-005,,6141.0525880053,7063.2799885256,5160.3653130559
0.0910608768,0.0943453312,0.1013409297,1.502037E-005,0.000013272,0.000018994,,6062.4922581801,7108.6208208886,5335.4151998446
0.0906573137,0.0152923266,0.100859642,1.398722E-005,0.0126846631,1.859664E-005,,6481.4390322023,1.2055760916,5423.5411353879
0.0861686865,0.0149606069,0.1018050512,1.502037E-005,0.0125145912,1.358985E-005,,5736.7885438242,1.1954531026,7491.2564274072
0.0912717183,0.0141770045,0.0390456518,1.494089E-005,0.0109093189,7.94728E-006,,6108.8541807081,1.2995315834,4913.0836902689
0.0905910333,0.0152763526,0.025200367,1.398722E-005,1.295407E-005,7.3115E-006,,6476.70039436,1179.270496454,3446.6753703071
0.0912363529,0.0131460031,0.0376503468,1.502037E-005,1.136461E-005,0.0391860008,,6074.1747986235,1156.7491607719,0.9608111561
0.0905090173,0.0141519705,0.1046226819,1.502037E-005,0.0106592973,1.303354E-005,,6025.7515161078,1.3276644925,8027.1884637635
0.0918339888,0.0040466785,0.1023800373,1.502037E-005,9.29832E-006,1.295407E-005,,6113.9631593629,435.2053424705,7903.3104885183
0.0905623436,0.0101996263,0.1017019749,1.398722E-005,8.98043E-006,3.067652E-005,,6474.6492576795,1135.7614590838,3315.3035239982
0.0908975601,0.0110034148,0.1010569731,1.565615E-005,1.20004E-005,2.996126E-005,,5805.8692660712,916.9206676444,3372.9213367529
0.0906554063,0.0099396706,0.0383103689,1.398722E-005,1.168251E-005,0.0395896435,,6481.3026684359,850.8163536774,0.9676866345
0.0939103762,0.0141966343,0.03769056,1.700719E-005,0.0106589794,0.0382216771,,5521.8043797947,1.3318943347,0.9861042958
0.0911020438,0.0040436586,0.0399493376,0.000017643,9.69568E-006,0.0411055883,,5163.6455642106,417.0577587132,0.9718712059
0.0913456281,0.0160097281,0.1048126221,1.390775E-005,0.013619264,1.700719E-005,,6567.9659254732,1.1755208033,6162.8418374817
0.0902978579,0.0129663944,0.1051313082,1.470247E-005,1.366933E-005,1.692771E-005,,6141.6794538605,948.5757107334,6210.6042831547
0.0862960021,0.0040353934,0.1051303546,2.535184E-005,9.61621E-006,1.692771E-005,,3403.9344706341,419.6448902426,6210.5479453512
0.0915950139,0.0109349887,0.0309660435,2.797444E-005,1.136461E-005,0.0303836664,,3274.2394103332,962.1965601987,1.0191674406
0.0909500122,0.0153063138,0.0289939245,2.161661E-005,1.303354E-005,0.0269882679,,4207.413290058,1174.3788586984,1.0743158682
0.0924796263,0.0120007197,0.0254118443,2.630551E-005,0.0096563498,0.0242159367,,3515.5990638463,1.2427801329,1.0493851469
0.0916117032,0.004034996,0.0240554015,2.797444E-005,9.69568E-006,0.0001189709,,3274.8360013641,416.1643154477,202.1957263992
0.0917185942,0.0037252903,0.1018660863,2.829233E-005,1.096725E-005,1.63714E-005,,3241.8183383977,339.6740559393,6222.1976324566
0.0907270114,0.003727754,0.1011533737,2.566973E-005,1.001358E-005,1.660982E-005,,3534.3967918634,372.2698525403,6089.9741062817
0.0863033136,0.0177086989,0.1051603953,2.431869E-005,0.0165947278,1.970926E-005,,3548.847144727,1.0671280109,5335.5831370635
0.0916473071,0.0153412024,0.1050609748,2.694129E-005,0.0140256882,1.63714E-005,,3401.7416044295,1.0937932046,6417.3482261749
0.0918470224,0.0121486982,0.1050082843,2.169609E-005,0.0079929829,0.000018994,,4233.3444583794,1.5199204581,5528.4947333396
0.091955026,0.0976790587,0.1053889592,2.129872E-005,1.358985E-005,0.000013272,,4317.3968196211,7187.6480395295,7940.7230913897
0.0917809804,0.0031683445,0.1045687199,2.098083E-005,9.560585E-005,1.303354E-005,,4374.5161854893,33.1396508686,8023.0482171383
0.0902640025,0.0948180358,0.0252633095,2.535184E-005,1.335144E-005,0.0244440238,,3560.4517257919,7101.7085617731,1.0335168104
0.0915056864,0.0952223142,0.1020309925,1.398722E-005,1.28746E-005,0.000013272,,6542.0924558275,7396.1376811707,7687.7109711
0.0907572905,0.0944919586,0.1022509734,1.398722E-005,1.303354E-005,1.303354E-005,,6488.5867613436,7249.9074395751,7845.2188261977
0.0903640588,0.004074653,0.1013374329,1.390775E-005,0.0007516543,1.295407E-005,,6497.3887803563,5.4209135503,7822.825788343
0.091117541,0.0128959815,0.1017126242,1.398722E-005,0.0098940531,1.295407E-005,,6514.3424490356,1.3034073385,7851.7889921855
0.0905293624,0.0108729998,0.106161356,1.398722E-005,0.0074243546,1.295407E-005,,6472.2913030609,1.4645043885,8195.2124675874
0.0904094378,0.099234581,0.1055980523,1.398722E-005,0.000025034,1.303354E-005,,6463.7174370604,3964.000127427,8102.0238814628
0.0905496279,0.0982558727,0.1052846114,1.406669E-005,2.368291E-005,1.295407E-005,,6437.1666632307,4148.8091083402,8127.5314538211
0.0910686652,0.0978566806,0.1050272783,1.398722E-005,1.335144E-005,1.295407E-005,,6510.8481299358,7329.2978547632,8107.6664137217
0.0907542706,0.0960870584,0.0269122918,1.398722E-005,2.296765E-005,0.0268813769,,6488.3708521064,4183.5824901546,1.0011500505
0.0915829341,0.0122526487,0.0280920664,1.398722E-005,5.00679E-006,0.0278787613,,6547.6151844327,2447.2064276712,1.0076511703
0.0911355813,0.0993835926,0.0251743793,1.398722E-005,0.000013272,0.0239156882,,6515.6322221285,7488.23780361,1.0526303546
0.0905247529,0.0993032455,0.1034109592,1.398722E-005,1.335144E-005,1.303354E-005,,6471.9617572327,7437.6430961754,7934.2188875777
0.0859719117,0.0979655584,0.1024072965,1.398722E-005,1.470247E-005,1.303354E-005,,6146.4616800193,6663.204098359,7857.2127365244
0.0907282829,0.095604976,0.0291543802,1.398722E-005,0.000017643,0.0294396877,,6486.5128967729,5418.8708596115,0.9903087437
0.0904986858,0.0124340852,0.027715683,1.398722E-005,0.0095636845,0.0266517003,,6470.0981202841,1.3001354511,1.039921755
0.0915120443,0.0133183797,0.0281390349,1.398722E-005,0.0107440154,0.0279989243,,6542.5470014771,1.2396091462,1.005004144
0.0925329526,0.0121996403,0.0406982899,1.398722E-005,0.0095403989,0.0423926512,,6615.5356546905,1.2787348186,0.9600317196
0.0905566216,0.0163310369,0.0268530051,1.398722E-005,9.727478E-005,0.0275066694,,6474.2401670954,167.8856213296,0.9762361534
0.0905512174,0.0131860574,0.023504734,1.398722E-005,0.0106973648,0.0236625671,,6473.8538029716,1.2326453895,0.9933298404
0.0912396113,0.0103053252,0.0267123381,1.835823E-005,5.936622E-005,0.026097695,,4969.9568694803,173.5890408721,1.0235516236
0.0858912468,0.0991637707,0.0223082701,0.000017643,1.335144E-005,0.0220686595,,4868.2986362274,7427.196667176,1.0108575091
0.0904239813,0.0988214016,0.0221676826,1.796086E-005,1.28746E-005,0.0219610532,,5034.5017632786,7675.6871351343,1.0094089035
0.0896716913,0.0985663732,0.0265452862,1.430511E-005,1.366933E-005,0.0271669229,,6268.5076346844,7210.7684268359,0.9771178829
0.0932389895,0.099058946,0.0235432784,1.804033E-005,0.000013272,0.0236576398,,5168.3638553175,7463.7767119551,0.9951659823
0.0906860034,0.0953207016,0.1054893335,2.026557E-005,1.303354E-005,1.303354E-005,,4474.8804677095,7313.4928492183,8093.6824124528
0.0904564063,0.0948393345,0.1052683989,1.796086E-005,0.000013113,1.295407E-005,,5036.3070738261,7232.4555655372,8126.2799197472
0.0912885666,0.0948826472,0.0279106299,1.796086E-005,1.358985E-005,0.0275790691,,5082.6389482464,6981.8759728768,1.0120221886
0.0897920132,0.0988046328,0.0263450146,1.406669E-005,0.000013272,0.026115338,,6383.3078826647,7444.6150244576,1.0087947003
0.0860479673,0.0949940681,0.0279444853,0.000017643,1.28746E-005,0.0280586084,,4877.1815215919,7378.4092818418,0.995932691
0.0905813376,0.0988690058,0.0250763098,3.091494E-005,1.366933E-005,0.0252426465,,2930.0182245219,7232.9079647649,0.9934104889
0.089632988,0.095088323,0.1019177437,2.328554E-005,1.358985E-005,1.335144E-005,,3849.298232723,6997.010485767,7633.4645311667
0.092895031,0.0986750126,0.1024510066,1.398722E-005,1.358985E-005,1.303354E-005,,6641.4220245338,7260.9346372477,7860.5663979241
0.0918166637,0.0980960528,0.1016996702,1.398722E-005,1.335144E-005,1.303354E-005,,6564.3254156294,7347.2264265128,7802.9200163578
0.0904328823,0.0984076659,0.1058436235,1.494089E-005,1.358985E-005,1.295407E-005,,6052.7105346469,7241.2621095892,8170.6848480825
0.0907363097,0.1005149682,0.1057520707,1.398722E-005,0.000013272,1.295407E-005,,6487.0867606286,7573.4833611614,8163.6173604126
0.0904569626,0.0992952983,0.1055758794,1.470247E-005,1.335144E-005,1.525878E-005,,6152.501081791,7437.0478577592,6919.0249423611
0.0924833616,0.0945916176,0.1049723625,1.390775E-005,0.000013272,1.303354E-005,,6649.7716424296,7127.1777175338,8054.0177503579
0.0904535453,0.0942340692,0.1055057049,0.000014623,0.000013272,1.303354E-005,,6185.7037030705,7100.2375820904,8094.9385101822
0.0904427369,0.0961666107,0.027925094,1.422564E-005,1.358985E-005,0.0279389222,,6357.7270998001,7076.3555675743,0.9995050532
0.0904282729,0.0985726515,0.026790301,1.470247E-005,1.335144E-005,0.0245507558,,6150.5497293992,7382.9228562612,1.0912210283
0.0907630126,0.0953246752,0.1024780273,1.398722E-005,0.000013272,1.470247E-005,,6488.9958519277,7182.4112821317,6970.1232065088
0.0904536247,0.0996173223,0.1021956603,1.502037E-005,1.335144E-005,1.303354E-005,,6022.0636855151,7461.1669063412,7840.974920858
0.0907476743,0.0997543335,0.1016597748,1.398722E-005,0.000013272,1.494089E-005,,6487.8992608967,7516.1719512416,6804.1311314119
0.0917370319,0.094751358,0.0402693748,1.438458E-005,1.366933E-005,3.163019E-005,,6377.4564102671,6931.675365947,1273.1309815085
0.0908312798,0.0986413161,0.1055789789,1.398722E-005,1.319249E-005,1.335144E-005,,6493.8765351514,7477.0809824377,7907.6847778217
0.0903933843,0.0955920219,0.0291603406,1.430511E-005,0.000013272,0.0290865898,,6318.9576514966,7202.5550061935,1.0025355606
0.0903826555,0.0999559561,0.0296016534,1.470247E-005,1.335144E-005,2.702077E-005,,6147.4470248877,7486.5300027563,1095.5147988011
0.0903755824,0.0998769601,0.1016747157,1.470247E-005,1.319249E-005,0.000013272,,6146.9659431375,7570.7436662829,7660.8666444142
0.0907544295,0.0944853624,0.1023303668,1.398722E-005,1.295407E-005,1.295407E-005,,6488.3822153366,7293.8746177842,7899.4761314398
0.0904846191,0.0112620195,0.1021340688,1.438458E-005,5.64257E-006,1.295407E-005,,6290.3900663071,1995.9024823795,7884.3227495297
0.0907416344,0.0077833335,0.0292639732,1.390775E-005,5.64257E-006,0.0293742816,,6524.5373521957,1379.3951089663,0.996244731
0.0904357433,0.0990446409,0.0250497659,1.502037E-005,1.335144E-005,1.970926E-005,,6020.8732095148,7418.2740475934,1270.9643030738
0.0907972654,0.0985783736,0.025072972,1.398722E-005,0.000013272,0.0244150956,,6491.4447166771,7427.5671106604,1.0269454742
0.0907967091,0.098097086,0.0236020088,1.406669E-005,1.295407E-005,0.0223953724,,6454.7316433361,7572.6845655458,1.0538788281
0.0904680093,0.0951463381,0.0266690254,1.502037E-005,2.40008E-005,1.660982E-005,,6023.021357663,3964.2986125463,1605.6179669617
0.0907750924,0.0156456629,0.0276887417,1.398722E-005,6.99361E-006,0.0282130241,,6489.8594888763,2237.1368921058,0.9814170063
0.0904692809,0.014314572,0.028960069,1.470247E-005,0.0118517081,0.0300269922,,6153.338919923,1.2078066639,0.964467865
0.0915476481,0.0086613496,0.0263156096,1.398722E-005,0.0067670345,0.0267070134,,6545.0924565425,1.2799328231,0.9853445302
0.0904376507,0.0102587541,0.0407536825,1.398722E-005,1.231829E-005,0.0422007243,,6465.7344833355,832.8066712182,0.9657104978
0.0901290576,0.0107688904,0.0405424436,1.398722E-005,0.0080453555,0.0419373512,,6443.6719777054,1.3385226321,0.9667382992
0.089628617,0.0123992761,0.0381414096,1.398722E-005,1.168251E-005,0.0386230946,,6407.8935599783,1061.3537750021,0.9875285757
0.0903626283,0.0129166444,0.0367899736,1.406669E-005,0.010117054,0.0382366975,,6423.8728727227,1.2767199261,0.9621639934
0.0909457207,0.0072143078,0.0297792753,1.390775E-005,0.005238692,2.861022E-005,,6539.2116388345,1.3771200588,1040.861456151
0.0910785993,0.0990306536,0.0276850859,1.406669E-005,1.430511E-005,0.0280570189,,6474.7711999056,6922.74674085,0.9867436743
0.090367953,0.099452734,0.026768287,1.398722E-005,1.406669E-005,0.000014623,,6460.7515274658,7070.087845115,1830.5605566573
0.0903463364,0.0039973259,0.0384889444,1.398722E-005,7.605552E-005,0.0396517118,,6459.2060724004,52.5579982886,0.9706754801
0.090514342,0.0949366093,0.0404913425,1.406669E-005,1.430511E-005,0.0419926643,,6434.6581882447,6636.5522012763,0.9642479987
0.0908880234,0.0948650042,0.028384606,1.398722E-005,1.406669E-005,0.0283660094,,6497.9333541619,6743.9464593305,1.0006555963
0.0904943943,0.0038956801,0.0295360088,1.398722E-005,0.0008455912,2.694129E-005,,6469.791302346,4.6070489001,1096.3101184093
0.0904275576,0.0034293334,0.0266933441,1.398722E-005,0.0013320446,0.0271685918,,6465.0128917684,2.5744883918,0.9825074592
0.0859540304,0.0109756788,0.0365099907,1.398722E-005,0.0091667175,0.0379606883,,6145.1832708716,1.1973401314,0.9617842129
0.0908973217,0.003159682,0.0312013626,1.398722E-005,8.463859E-005,0.0314406554,,6498.5981274335,37.3314577901,0.9923890648
0.09101065,0.016109705,0.0268732707,3.099441E-005,0.0140163898,1.700719E-005,,2936.3569104881,1.1493476675,1580.112333078
0.0901273886,0.0092806816,0.0248317719,3.067652E-005,0.0071423848,1.939137E-005,,2937.9925959659,1.2993813436,1280.5578899273
0.0913209915,0.0085576375,0.0249843597,3.266334E-005,0.0072693825,1.796086E-005,,2795.8252741453,1.1772165745,1391.0447350517
0.0905458927,0.003360033,0.0308763981,2.932548E-005,1.001358E-005,0.0313786666,,3087.6184365951,335.5476293194,0.9839933138
0.0900532405,0.0089979966,0.0259606838,1.398722E-005,0.0082426866,0.025674661,,6438.2515217463,1.0916339658,1.0111402764
0.0910712083,0.0142906507,0.1059179306,3.099441E-005,0.0130399863,8.400281E-005,,2938.3107570043,1.0959099467,1260.8855656138
0.0914394061,0.0085576375,0.1023670038,3.099441E-005,0.0052946409,1.295407E-005,,2950.1902462412,1.6162829118,7902.3043529949
0.0862770081,0.003452301,0.1023554007,2.733866E-005,7.430712E-005,1.295407E-005,,3155.8608962546,46.459895364,7901.4086476297
0.0907013416,0.0032153924,0.1022272905,2.837181E-005,9.37779E-006,1.303354E-005,,3196.8824555078,342.8731534829,7843.4017519415
0.0862722397,0.0018356641,0.1024742921,0.000026385,5.404154E-005,1.295407E-005,,3269.7481552004,33.9676498856,7910.5865654578
0.0907303492,0.0109590689,0.1020883719,2.829233E-005,0.0087427298,1.295407E-005,,3206.8885531874,1.2535065312,7880.7951408322
0.0910840034,0.0101219018,0.1048357487,1.502037E-005,0.000013272,1.303354E-005,,6064.0319406246,762.6531296056,8043.5360362572
0.0910242399,0.0092603366,0.1018586953,1.398722E-005,0.0068079631,1.295407E-005,,6507.6719927191,1.3602213293,7863.0650706689
0.0909086863,0.0100346406,0.1005117098,1.502037E-005,0.0080076853,1.295407E-005,,6052.3599824771,1.2531262411,7759.08342629
0.0896737576,0.0085000197,0.102439642,0.000018994,0.0052986145,1.295407E-005,,4721.1598577657,1.6041966631,7907.9117180932
0.0912443002,0.0989462535,0.1023127238,1.962979E-005,1.454353E-005,0.000013272,,4648.2565631115,6803.4551068413,7708.9385282958
0.0908375581,0.0958809853,0.1017760436,0.000018994,1.502037E-005,1.295407E-005,,4782.4318356156,6383.3970308321,7856.6846998665
0.0908660094,0.094907999,0.1009656588,0.000018994,1.502037E-005,1.295407E-005,,4783.9297436402,6318.6192503913,7794.1263880773
0.0923436483,0.0996282895,0.1011669636,1.93119E-005,1.486142E-005,1.303354E-005,,4781.6966880525,6703.8203307625,7762.0480368342
0.091549317,0.099275589,0.1049296856,1.970926E-005,1.502037E-005,9.234746E-005,,4644.9900726867,6609.3970374898,1136.2487456612
0.0907939275,0.0958206654,0.1027873357,0.000018994,1.502037E-005,7.796287E-005,,4780.1347640651,6379.3811570554,1318.4139541041
0.0903273424,0.0984570185,0.1026992798,0.000018994,1.502037E-005,7.66913E-005,,4755.5699059862,6554.8996815658,1339.1255563539
0.0917176406,0.0998210112,0.1015275319,1.406669E-005,1.502037E-005,6.961822E-005,,6520.2005980085,6645.7092082286,1458.3471387232
0.0912840366,0.0996496677,0.102528731,1.93119E-005,1.502037E-005,0.000013272,,4726.8283612695,6634.3018001554,7725.2139864798
0.086479346,0.094976902,0.1020107269,1.859664E-005,1.502037E-005,1.303354E-005,,4650.2672498903,6323.2065521688,7826.7858862596
0.0906819503,0.0134183566,0.1015759309,1.804033E-005,0.0106869539,6.76314E-005,,5026.6236953537,1.2555829047,1501.9048978729
0.0906780561,0.0121703148,0.1050847371,1.700719E-005,0.009967645,6.699562E-005,,5331.7482829321,1.2209819651,1568.5314523547
0.0896969636,0.0086053212,0.1033991973,1.75635E-005,0.005735,1.295407E-005,,5107.0096290603,1.5004919416,7981.9853729369
0.0856713454,0.0077746709,0.1022876104,1.700719E-005,0.0058019956,1.303354E-005,,5037.360398161,1.3399994518,7848.0298038752
0.0906733672,0.0986874104,0.1033483346,1.732508E-005,1.366933E-005,5.197525E-005,,5233.6478203853,7219.6230795511,1988.4143824224
0.0911696752,0.0981589158,0.1030197144,1.708666E-005,2.034505E-005,1.335144E-005,,5335.722440196,4824.7075249262,7716.0002479133
0.0864507357,0.005092303,0.102162679,1.708666E-005,0.0001312892,1.303354E-005,,5059.5456174583,38.7869261255,7838.4444310602
0.0856803258,0.0953300794,0.1025099754,1.692771E-005,1.994768E-005,8.400281E-005,,5061.5426315786,4779.0058488005,1220.3160278805
0.0904686451,0.094408989,0.1015832424,1.804033E-005,1.358985E-005,6.930033E-005,,5014.7999005562,6947.0221488832,1465.8406736303
0.0909429391,0.0146076679,0.1019190152,1.700719E-005,0.0121923288,8.392333E-005,,5347.3230510155,1.198103184,1214.4300665858
0.090657711,0.0098970731,0.1023139954,0.000017643,0.0084519386,1.303354E-005,,5138.4608725175,1.1709826047,7850.0541955601
0.0900276502,0.0109919707,0.1020296415,0.000017643,0.0092306137,1.303354E-005,,5102.7491510783,1.190816889,7828.2371067262
0.0896429221,0.0142156283,0.1026012897,1.708666E-005,0.0120783647,8.765856E-005,,5246.3689264022,1.1769497498,1170.4651518346
0.0900239944,0.0131116708,0.101984024,0.000017643,0.0105162462,0.000080665,,5102.5419439017,1.2468014368,1264.291666207
0.0906319618,0.0109796524,0.1014376481,1.398722E-005,0.0093696117,1.295407E-005,,6479.6265319342,1.171836433,7830.561987854
0.0856876373,0.0098846753,0.1057887077,1.692771E-005,0.0083876451,1.303354E-005,,5061.9745565112,1.1784804013,8116.6519403017
0.0909090837,0.0120103359,0.1054227352,1.660982E-005,0.0098536809,8.495648E-005,,5473.213055891,1.2188679558,1240.9028153003
0.0856423378,0.0154743195,0.105534633,1.700719E-005,0.0145653089,7.200241E-005,,5035.6547901211,1.0624092889,1465.7097311048
0.0907810529,0.0128593445,0.1032733917,1.75635E-005,0.0101169745,8.034706E-005,,5168.7336180146,1.2710662133,1285.3412647582
0.0897963047,0.0102949937,0.1024476687,1.732508E-005,0.0070606867,5.133946E-005,,5183.0239571765,1.4580725769,1995.4956423383
0.0905359586,0.0123004119,0.1013406912,1.75635E-005,0.0105116367,1.335144E-005,,5154.7788652603,1.1701709425,7590.2442912525
0.0896370411,0.0124367078,0.1022203763,1.700719E-005,0.0099445979,6.969769E-005,,5270.5379954008,1.2505993666,1466.6250248753
0.0856406689,0.0100487073,0.1022377014,1.692771E-005,0.0077406565,1.303354E-005,,5059.1999071345,1.2981724846,7844.2005326258
0.0905976295,0.0050903161,0.102562348,1.398722E-005,0.0001320044,1.295407E-005,,6477.1719855697,38.5617126731,7917.3841147994
0.0911293825,0.0024306774,0.1057686011,1.732508E-005,0.0001856486,0.000013272,,5259.9689265504,13.0928938328,7969.3278980648
0.0900772413,0.0178966522,0.1058656375,1.732508E-005,0.0164632797,5.499521E-005,,5199.2395567582,1.0870648209,1924.9974217755
0.0905126731,0.0121455987,0.1052920024,1.732508E-005,0.0099806786,1.303354E-005,,5224.3725893329,1.2169111207,8078.542158155
0.0900973479,0.0160116355,0.1054972013,1.724561E-005,0.0152830283,8.495648E-005,,5224.3642231269,1.0476742676,1241.7793354904
0.0893052419,0.0131936868,0.1044369539,1.732508E-005,0.0109846592,1.303354E-005,,5154.6799148979,1.2011011513,8012.9384541729
0.0908902486,0.0125762622,0.1017146905,1.692771E-005,0.0001559258,1.295407E-005,,5369.3174451831,80.6554539581,7851.9485011275
0.0907030106,0.0158299605,0.1022710005,1.724561E-005,0.0116666158,6.961822E-005,,5259.4840397063,1.3568596731,1469.0263632135
0.0896270275,0.0130203565,0.1018593311,1.732508E-005,0.0105353196,8.368492E-005,,5173.253313116,1.2358767399,1217.1766565589
0.0907429854,0.0143556595,0.1050200462,0.000017643,0.0121970177,1.295407E-005,,5143.2942072678,1.1769811179,8107.1081312669
0.0912192663,0.012188673,0.1052343051,1.66893E-005,0.0101327101,9.099642E-005,,5465.7335088949,1.2029035523,1156.4664308772
0.0904679298,0.0110137463,0.1022236347,1.732508E-005,0.0094439983,1.295407E-005,,5221.7900200172,1.1662164557,7891.2368630091
0.0896946589,0.0032977263,0.1018037001,1.740455E-005,2.233187E-005,1.295407E-005,,5153.5178393007,147.6690626446,7858.8196698026
0.0909826756,0.0122733911,0.1017133395,1.692771E-005,0.0104490121,1.303354E-005,,5374.7775422665,1.1745982241,7803.9687974257
0.0907043616,0.0143093268,0.1004064878,0.000017643,0.0123296579,1.295407E-005,,5141.1050174659,1.1605615461,7750.9607235409
0.0909893513,0.0109846592,0.105706056,1.692771E-005,0.0092716217,1.295407E-005,,5375.1719086634,1.184761366,8160.0652111653
0.0922326247,0.0143946012,0.1056782405,1.732508E-005,0.013074398,8.424123E-005,,5323.6478377012,1.1009762083,1254.4717171153
0.0925836563,0.0090660254,0.1054326693,1.75635E-005,0.0063886642,9.028116E-005,,5271.3671141857,1.4190799625,1167.8258157073
0.0922519366,0.0100332896,0.1030116876,1.708666E-005,0.0076873302,0.000077645,,5399.0619928061,1.3051721829,1326.7011929168
0.0932720502,0.0033005873,0.1031966209,1.75635E-005,2.233187E-005,5.197525E-005,,5310.5616887295,147.797176412,1985.4954221481
0.0929780006,0.0028526783,0.1029113134,1.700719E-005,0.0015382767,5.833307E-005,,5466.9819435192,1.8544637292,1764.2019075972
0.0909629663,0.0180986722,0.1019806862,1.692771E-005,0.0164109866,1.335144E-005,,5373.6132223437,1.1028387685,7638.178816667
0.0904126962,0.0110534032,0.1014669736,1.390775E-005,0.0088893572,1.295407E-005,,6500.8859233161,1.2434423448,7832.8257929747
0.089391311,0.0112500191,0.1052369277,1.692771E-005,0.0093010267,9.139378E-005,,5280.7681015329,1.2095459438,1151.467065483
