method name, index construction time (s), index size (MB),,,,,,,
BFS,1.06,81.68,,,,,,,
LandmarkedIndex23(oE)-k=2185-b=20,5_887.34,33_930.80,,,,,,,
,,,,,,,,,
,,,,,,,,,
BFS_queryset-0,BFS_queryset-1,BFS_queryset-2,LandmarkedIndex23(oE)-k=2185-b=20_queryset-0,LandmarkedIndex23(oE)-k=2185-b=20_queryset-1,LandmarkedIndex23(oE)-k=2185-b=20_queryset-2,,,,
0.0694916248,0.0170133114,0.057756424,5.00679E-006,5.00679E-006,3.89417E-006,,13879.4766367273,3398.0477271865,14831.5106813519
0.0543079376,0.0613636971,0.0056962967,4.60942E-006,5.00679E-006,6.91413E-006,,11781.9460192389,12256.0956321316,823.8631165454
0.0303746859,0.0543946425,0.0023416678,5.00679E-006,5.00679E-006,4.29153E-006,,6066.6986072913,10864.1749524146,545.6487103667
0.0369160175,0.0091855526,0.0115540028,4.05311E-006,4.68889E-006,6.67572E-006,,9108.0719570897,1959.0036426532,1730.7500554247
0.0588967005,0.0338506699,0.0037316481,5.00679E-006,4.68889E-006,6.03993E-006,,11763.3654577084,7219.3354631907,617.8296967018
0.0315505664,0.0175859133,0.0034012794,5.00679E-006,4.68889E-006,6.27835E-006,,6301.5557572816,3750.5493496329,541.7473444456
0.0217950344,0.021173954,0.005450964,5.00679E-006,4.60942E-006,5.96046E-006,,4353.0953764788,4593.6265321884,914.5206863229
0.0375670592,0.0124922593,0.0021196206,4.92731E-006,5.00679E-006,4.68889E-006,,7624.2532314793,2495.0635716697,452.0516881394
0.0158507029,0.0063420137,0.0017580191,4.60942E-006,5.00679E-006,4.29153E-006,,3438.7629940426,1266.6825790576,409.6485682263
0.0517009894,0.013853391,0.0016933282,4.68889E-006,4.60942E-006,0.000004371,,11026.2747473283,3005.4520980948,387.4006451613
0.0282986959,0.0403209527,0.0017424424,0.000017643,4.68889E-006,4.68889E-006,,1603.964405086,8599.2532838262,371.61085886
0.0264136791,0.0406699181,0.0067083041,1.835823E-005,0.000004371,5.96046E-006,,1438.7922539373,9304.488231526,1125.4675108968
0.0098013083,0.0288743973,0.0351493359,5.00679E-006,4.60942E-006,6.03993E-006,,1957.6032368044,6264.2148621736,5819.4939113533
0.0053490003,0.0309070746,0.0338889758,1.93119E-005,0.000004371,4.05311E-006,,276.9794939908,7070.9390551361,8361.2277411667
0.0423247019,0.022834301,0.0324656169,1.732508E-005,4.60942E-006,0.000004371,,2442.9729582778,4953.8338858251,7427.5032852894
0.0317203204,0.0298243364,0.0172760487,1.700719E-005,4.68889E-006,5.32468E-006,,1865.1123660052,6360.6389486638,3244.5233629063
0.0230576992,0.0249160926,0.0249080658,4.68889E-006,0.000004371,6.27835E-006,,4917.5176214413,5700.3185884237,3967.2948768387
0.0295344194,0.0164767106,0.0098312696,4.29153E-006,4.29153E-006,4.21206E-006,,6882.0256109127,3839.3558078354,2334.0763379439
0.0317320029,0.0291290283,0.0291953882,3.81469E-006,4.05311E-006,4.05311E-006,,8318.3700090964,7186.8338929859,7203.2064636785
0.0250667731,0.0092437267,0.0311803818,4.68889E-006,4.29153E-006,0.000004371,,5345.9929940775,2153.9466647093,7133.4664310227
0.033393383,0.0063730081,0.0234065851,5.00679E-006,0.000004371,4.29153E-006,,6669.6192610435,1458.0206108442,5454.1352501322
0.0318226814,0.0061936378,0.010759751,5.00679E-006,0.000004371,5.64257E-006,,6355.9049650575,1416.9841775338,1906.8883505211
0.0142483711,0.0203634103,0.0256976287,4.60942E-006,4.60942E-006,0.000004371,,3091.1418616659,4417.7814800995,5879.1188858385
0.0245733261,0.0235606035,0.0322950681,5.00679E-006,4.68889E-006,3.89417E-006,,4908.0001577857,5024.7720569261,8293.1839390679
0.0299819311,0.0220204194,0.0224026839,4.05311E-006,5.00679E-006,5.96046E-006,,7397.2655689088,4398.1112509213,3758.5494894689
0.0249849955,0.0062100093,0.0242110093,5.00679E-006,5.00679E-006,3.97364E-006,,4990.2223820052,1240.3174988366,6092.9045761569
0.0382591089,0.011168321,0.0076423486,4.68889E-006,5.00679E-006,5.32468E-006,,8159.5236527195,2230.6349916813,1435.269086593
0.0131920179,0.0098463694,0.0073563258,5.00679E-006,4.29153E-006,4.68889E-006,,2634.8254809968,2294.3727341997,1568.8842732502
0.0446832975,0.0132807096,0.0136047204,0.000004371,0.000004371,5.32468E-006,,10222.6715785861,3038.3686982384,2555.0306178024
0.0280527274,0.0099206765,0.0432710648,5.00679E-006,4.68889E-006,4.60942E-006,,5602.9366879777,2115.783594838,9387.5291793762
0.0567116737,0.0423013369,0.0437649886,7.62939E-006,4.21206E-006,4.05311E-006,,7433.3169139342,10042.9093887551,10797.8783156638
0.0574143728,0.0594593684,0.0298773448,7.07308E-006,4.68889E-006,0.000004371,,8117.3085501649,12680.9049433875,6835.3568428277
0.0628496806,0.0543510119,0.0433287621,7.3115E-006,4.92731E-006,4.29153E-006,,8596.0036353689,11030.5647320749,10096.3437398783
0.072855711,0.0289636453,0.0177939733,7.3115E-006,4.68889E-006,0.000004371,,9964.5368228134,6177.0792852893,4070.915872798
0.0686616103,0.0263616244,0.0368766785,6.99361E-006,4.68889E-006,4.68889E-006,,9817.7636842775,5622.1460494915,7864.6925946226
0.0135819912,0.0008273919,0.0168159803,7.3115E-006,4.60942E-006,5.32468E-006,,1857.6203501334,179.5002277944,3158.1203508943
0.0674200853,0.0022860368,0.0082323551,7.62939E-006,0.000004371,4.29153E-006,,8836.8906649156,523.0008693663,1918.2797533747
0.0686626434,0.0006516774,0.0256493092,6.99361E-006,4.68889E-006,5.96046E-006,,9817.911411989,138.9833073499,4303.2432312271
0.0686253707,0.0046923161,0.0076827208,7.07308E-006,0.000004371,5.00679E-006,,9702.3320335695,1073.5108785175,1534.4603668219
0.0686969757,0.0015776952,0.0097760359,6.99361E-006,5.00679E-006,4.29153E-006,,9822.820503288,315.1111210976,2277.9838286113
0.0027190049,0.0017606417,0.0495246251,1.033147E-005,4.60942E-006,0.000004371,,263.1769670725,381.9660022302,11330.2734248456
0.002462705,0.0577696959,0.0139003595,1.033147E-005,8.26517E-006,5.00679E-006,,238.3692707814,6989.5351105906,2776.3016763236
0.0047003428,0.063738664,0.0070315997,5.00679E-006,8.26517E-006,4.29153E-006,,938.7936801823,7711.7184510422,1638.4831703379
0.0058918794,0.0454287529,0.0105889638,1.001358E-005,8.66254E-006,0.000004371,,588.3889068645,5244.2762619278,2422.5494898193
0.002682368,0.061784029,0.0283233325,1.064936E-005,8.34465E-006,0.000004371,,251.8806726414,7404.0288088776,6479.8289773507
0.0048409303,0.043035984,0.0333801905,4.05311E-006,8.66254E-006,4.21206E-006,,1194.3742706218,4968.0560239837,7924.9086029164
0.0550181866,0.0594545205,0.0229126612,6.35782E-006,8.02675E-006,6.59624E-006,,8653.6244435986,7407.0477515807,3473.5942339879
0.0506354173,0.0525583426,0.0245945454,4.05311E-006,0.000004371,4.60942E-006,,12492.9787989963,12024.3291260581,5335.7136819817
0.0299786727,0.0740816593,0.0235737165,4.92731E-006,8.34465E-006,0.000004371,,6084.1864343831,8877.7431420132,5393.208986502
0.0465643406,0.0450576146,0.0141470432,6.03993E-006,5.00679E-006,5.00679E-006,,7709.4172598027,8999.3018760523,2825.5715178787
0.0510727564,0.0391980012,0.0070340633,6.27835E-006,4.60942E-006,4.29153E-006,,8134.7418414074,8503.8901250049,1639.0572429879
0.0514276822,0.0603006681,0.0327386856,5.96046E-006,8.66254E-006,4.29153E-006,,8628.1398147123,6961.0839407379,7628.6745286646
0.0466485818,0.0617896716,0.0321296851,5.96046E-006,8.02675E-006,9.0599E-006,,7826.3392120742,7697.9688628648,3546.3619995806
0.0455263456,0.06656003,0.0309586525,6.35782E-006,7.94728E-006,3.89417E-006,,7160.684884127,8375.1962910581,7950.0002542262
0.0299212933,0.0551029841,0.0248390834,2.40008E-005,7.70886E-006,1.366933E-005,,1246.6789961168,7148.0068531534,1817.1397830033
0.0051463445,0.0588420232,0.0049827099,2.034505E-005,8.58306E-006,1.366933E-005,,252.9531507664,6855.5996590959,364.5174913474
0.0119036833,0.0634690921,0.0235883395,1.796086E-005,8.02675E-006,4.29153E-006,,662.7568691032,7907.1968168935,5496.4871456101
0.0047206879,0.0654959679,0.0236982505,2.098083E-005,7.94728E-006,4.29153E-006,,225.0000529054,8241.306190294,5522.0982842949
0.0038299561,0.0654506683,0.0276076794,0.000022014,4.68889E-006,0.000004371,,173.9783560265,13958.6700327796,6316.1014321666
0.0051159859,0.0058999856,0.027737697,1.867612E-005,5.00679E-006,9.29832E-006,,273.9319446437,1178.39686306,2983.0869404366
0.0247706572,0.0117793878,0.0292523702,2.328554E-005,5.00679E-006,1.700719E-005,,1063.7785174834,2352.6826150088,1720.0001993275
0.0119350751,0.0171649456,0.022964716,1.835823E-005,5.64257E-006,2.535184E-005,,650.1212328204,3042.0438913474,905.8402052869
0.0296899478,0.0081147353,0.0460579395,6.67572E-006,7.3115E-006,1.104672E-005,,4447.4525234731,1109.8591643302,4169.3769299847
0.0111216704,0.0036199888,0.0352063179,6.59624E-006,3.170967E-005,8.66254E-006,,1686.0621202382,114.1604043814,4064.2026357166
0.0289942424,0.0226956209,0.0550893148,6.27835E-006,4.68889E-006,1.096725E-005,,4618.130934083,4840.2971385552,5023.0745875219
0.0293403467,0.0052353541,0.0353966554,6.59624E-006,0.000004371,8.98043E-006,,4448.0411037197,1197.7474490963,3941.5323542414
0.0295396646,0.0414353212,0.046923399,6.59624E-006,0.000022014,1.096725E-005,,4478.2580045602,1882.2276194491,4278.5018094782
0.0293269952,0.0412786802,0.0088863373,6.59624E-006,5.64257E-006,1.629193E-005,,4446.0170051423,7315.5814035094,545.444111287
0.0111265977,0.0180207094,0.0185557206,6.67572E-006,0.000015974,0.000015974,,1666.726243761,1128.1247167279,1161.6172640109
0.0447332859,0.0360825857,0.0182992617,6.91413E-006,5.32468E-006,8.66254E-006,,6469.8358144843,6776.4796476032,2112.4591309247
0.0489886602,0.0157810052,0.0227016608,6.35782E-006,4.21206E-006,1.303354E-005,,7705.2606349346,3746.6240319464,1741.787786741
0.0444413821,0.0025903384,0.0047709942,6.59624E-006,3.97364E-006,1.303354E-005,,6737.3810064522,651.880487412,366.0551300721
0.0606473287,0.0427450339,0.0231469472,6.27835E-006,5.64257E-006,4.29153E-006,,9659.7559374677,7575.4547821294,5393.6351883827
0.0578255653,0.0381630262,0.0459800561,6.59624E-006,4.68889E-006,1.128514E-005,,8766.4435087262,8139.032088618,4074.3895175425
0.0243024031,0.0322960218,0.0603353182,6.67572E-006,5.00679E-006,4.68889E-006,,3640.416783508,6450.4446501651,12867.7188503036
0.0040597121,0.0332739353,0.0394814014,6.35782E-006,4.68889E-006,0.000004371,,638.5383810803,7096.335232859,9032.5786867994
0.048233668,0.0347912312,0.0423878829,6.27835E-006,5.00679E-006,9.29832E-006,,7682.5388836239,6948.8097463644,4558.6603666039
0.0612582366,0.0327634017,0.027316014,6.59624E-006,5.00679E-006,1.271565E-005,,9286.8416795023,6543.7938599382,2148.2200257164
0.0489420096,0.0012790362,0.0470527013,6.03993E-006,5.64257E-006,4.29153E-006,,8103.0756316712,226.6761776992,10964.0853751459
0.0612783432,0.0090753237,0.0352889697,6.03993E-006,5.00679E-006,1.096725E-005,,10145.5386403485,1812.6032328099,3217.6680270806
0.0112123489,0.0472330252,0.0554469426,6.27835E-006,7.3115E-006,8.98043E-006,,1785.8750993494,6460.100558025,6174.1968524893
0.0650876363,0.0382936796,0.0174733798,6.27835E-006,5.00679E-006,8.66254E-006,,10366.9971107058,7648.3494514449,2017.1196635167
0.0584060351,0.0504093965,0.027058363,6.35782E-006,5.64257E-006,4.29153E-006,,9186.4876797393,8933.7653728709,6305.0620547917
0.0732869307,0.0494763056,0.0005819798,6.59624E-006,5.32468E-006,4.05311E-006,,11110.4099790183,9291.8833882975,143.5884419619
0.0484859149,0.0493556658,0.0007883708,6.35782E-006,5.32468E-006,4.05311E-006,,7626.1855258564,9269.2266652644,194.5100823812
0.0660123825,0.0470000108,0.0235046546,6.27835E-006,5.00679E-006,4.29153E-006,,10514.2883878726,9387.2542687031,5476.9871258036
0.0297168891,0.0626336734,0.0005723635,6.59624E-006,5.00679E-006,0.000004371,,4505.1255048331,12509.7464343422,130.9456714711
0.060781002,0.0459923744,0.020961682,6.59624E-006,4.92731E-006,0.000004371,,9214.4922016179,9334.1751219225,4795.6261725006
0.0129556656,0.0469026566,0.0236996015,5.64257E-006,5.00679E-006,3.97364E-006,,2296.0575730563,9367.8098242587,5964.2044800234
0.011024634,0.0365963777,0.0005443891,5.64257E-006,5.32468E-006,4.29153E-006,,1953.832037529,6872.9722142927,126.8519805291
0.0127250353,0.0439373652,0.0028087298,5.96046E-006,0.000004371,0.000004371,,2134.9082688249,10052.0167490277,642.5828872112
0.0120600065,0.0394970576,0.0009850661,5.64257E-006,5.00679E-006,4.29153E-006,,2137.3250929984,7888.6986652126,229.5372722549
0.0092620055,0.010837396,0.0023952325,5.64257E-006,4.92731E-006,3.97364E-006,,1641.451586777,2199.4548709133,602.7804506699
0.0269696712,0.012929678,0.0020217101,5.64257E-006,4.92731E-006,0.000004371,,4779.67862871,2624.0845329399,462.5280416381
0.0221096675,0.0086410046,0.0240863959,5.96046E-006,5.32468E-006,3.89417E-006,,3709.389453163,1622.8213826934,6185.2450945901
0.0529367129,0.0440299511,0.0207943122,5.00679E-006,4.29153E-006,4.29153E-006,,10572.9844670937,10259.7327969279,4845.4309185768
0.0437128544,0.0218450228,0.0327980518,4.68889E-006,5.32468E-006,7.62939E-006,,9322.6444595629,4102.5982462796,4298.9088026697
0.0480939547,0.049523433,0.0010902882,5.00679E-006,5.00679E-006,3.89417E-006,,9605.7463404697,9891.2542846814,279.9796002743
0.052340587,0.0038673083,0.0450523694,4.60942E-006,5.96046E-006,0.000004371,,11355.1351319689,648.8271526023,10307.1080828186
0.050235033,0.0055916309,0.0525903702,4.05311E-006,5.32468E-006,6.99361E-006,,12394.1943421225,1050.134642833,7519.7745041545
0.0437307358,0.0004498959,0.0006609758,5.00679E-006,6.03993E-006,3.97364E-006,,8734.2859936207,74.4869311399,166.3401239166
0.0617086887,0.0008910497,0.0011306604,3.81469E-006,5.32468E-006,0.000004371,,16176.5933090238,167.3433333083,258.6731571723
0.0590597788,0.0224047502,0.0009126663,5.00679E-006,5.32468E-006,0.000004371,,11795.9368857092,4207.7176806869,208.8003477465
0.0612549782,0.0471226374,0.0242766539,4.68889E-006,6.99361E-006,4.29153E-006,,13063.8548078543,6737.9561385322,5656.8762003295
0.0574645996,0.0382366975,0.000424703,4.05311E-006,4.21206E-006,0.000004371,,14177.902795631,9077.9090302607,97.163797758
0.0467410088,0.0491566658,0.0225803057,4.92731E-006,5.32468E-006,4.05311E-006,,9486.1108292354,9231.8535198359,5571.1060716339
0.0557660262,0.0129856269,0.020787398,4.68889E-006,5.00679E-006,0.000004371,,11893.2255117949,2593.6032567773,4755.7533790895
0.0659912427,0.0659986337,0.0485022863,5.00679E-006,5.2452E-006,7.94728E-006,,13180.3496292035,12582.6724815069,6103.0045839583
0.0467494329,0.015800635,0.0005503496,5.00679E-006,5.00679E-006,4.05311E-006,,9337.2066493702,3155.8413694203,135.7845086859
0.048170646,0.0127933025,0.0004706383,4.68889E-006,4.92731E-006,4.29153E-006,,10273.3580932801,2596.4070720129,109.6667785149
0.0628796419,0.0084447066,0.0013199647,5.00679E-006,5.32468E-006,4.68889E-006,,12558.8734198958,1585.9556987462,281.5089967988
0.0575187206,0.0254004002,0.0011363029,4.60942E-006,5.00679E-006,0.000004371,,12478.5158696756,5073.1906391121,259.9640677191
0.0529966354,0.0219546954,0.000801007,4.68889E-006,4.29153E-006,4.29153E-006,,11302.5972948822,5115.8200874746,186.6483398695
0.061302344,0.0229756832,0.0298964183,5.00679E-006,6.99361E-006,8.02675E-006,,12243.8416630216,3285.2394128354,3724.5981561653
0.0468879541,0.0518420537,0.0300060113,4.68889E-006,5.32468E-006,0.000007232,,9999.7982614222,9736.1820297182,4149.0440885892
0.0285399755,0.064927419,0.044523557,4.60942E-006,4.05311E-006,0.000004371,,6191.6630465438,16019.1603534076,10186.1260626859
0.0606593291,0.0760052999,0.000868082,5.00679E-006,5.00679E-006,3.89417E-006,,12115.4130870278,15180.4449317826,222.9183728497
0.0660436948,0.0733999411,0.0008516312,0.000004371,5.00679E-006,4.21206E-006,,15109.5160855639,14660.0798355833,202.1887532466
0.0653350353,0.071914355,0.0276903311,5.00679E-006,5.32468E-006,6.99361E-006,,13049.2861334308,13505.8548044202,3959.375936033
0.0613954067,0.0663866997,0.0029916763,4.60942E-006,5.32468E-006,4.68889E-006,,13319.5514229556,12467.7350883058,638.0350850628
0.0653216044,0.070885102,0.0013800462,4.68889E-006,5.32468E-006,4.29153E-006,,13931.1445587335,13312.5562381214,321.5744035344
0.072347641,0.0636386871,0.0270930131,5.00679E-006,5.00679E-006,4.05311E-006,,14449.9052267021,12710.4765987789,6684.4998334612
0.0699516932,0.0264250437,0.0326910019,4.68889E-006,0.000004371,8.02675E-006,,14918.6040214209,6045.5373461451,4072.7569551811
0.0482273897,0.0242673556,0.02536122,5.00679E-006,5.00679E-006,4.05311E-006,,9632.3971346911,4846.8890446773,6257.2247089272
0.0575493177,0.017103672,0.0009050369,4.68889E-006,4.68889E-006,4.60942E-006,,12273.5482534246,3647.7016991228,196.3450759532
0.0559303761,0.0039183299,0.0226693948,5.00679E-006,5.00679E-006,4.05311E-006,,11170.9051208459,782.603198856,5593.0864965422
0.0720056693,0.029276371,0.0324840546,5.00679E-006,4.92731E-006,7.62939E-006,,14381.603636262,5941.6539653482,4257.7525280527
0.0602916082,0.0031989415,0.0063283443,4.05311E-006,4.68889E-006,4.60942E-006,,14875.3939986825,682.2385553937,1372.9155381805
0.068792661,0.0016473929,0.0051706632,5.00679E-006,4.68889E-006,1.430511E-005,,13739.8734578442,351.3396347536,361.4556749301
0.0602706273,0.0474223296,0.0027183692,4.05311E-006,4.60942E-006,4.29153E-006,,14870.2175193863,10288.1337738804,633.4265774677
0.065280358,0.0520792802,0.0141720772,5.00679E-006,4.05311E-006,8.26517E-006,,13038.3654976542,12849.2146055745,1714.6746128634
0.0437633991,0.0032529831,0.0240136782,5.00679E-006,4.60942E-006,0.000011603,,8740.8098042858,705.72503482,2069.6040801411
0.065432628,0.0032350222,0.022341013,4.05311E-006,4.68889E-006,1.001358E-005,,16143.8075921946,689.9334853238,2231.0714999031
0.0614217122,0.0217656295,0.0023403168,5.00679E-006,4.68889E-006,4.29153E-006,,12267.6829325776,4641.9577874508,545.3338949046
0.0717922052,0.0033144156,0.0021359921,4.92731E-006,4.60942E-006,4.05311E-006,,14570.2635251283,719.052637859,527.0007599103
0.0627413591,0.0035119851,0.0059523582,4.21206E-006,5.00679E-006,0.000014623,,14895.6470396908,701.4444664146,407.0545195924
0.0602563222,0.0446563562,0.0019365946,4.05311E-006,4.68889E-006,0.000004371,,14866.6881037031,9523.8651727808,443.055282544
0.0423103174,0.0018119812,0.0193380515,5.64257E-006,4.60942E-006,1.064936E-005,,7498.4124875722,393.1039480021,1815.8886045734
0.014770031,0.0027309259,0.0051999887,5.32468E-006,4.68889E-006,1.430511E-005,,2773.8814294944,582.4248105628,363.5056759438
0.0138213634,0.0016409556,0.0027143161,5.64257E-006,4.68889E-006,0.000004371,,2449.4801907641,349.9667511927,620.9828528941
0.0402136644,0.0036197503,0.0041079521,4.68889E-006,4.68889E-006,1.358985E-005,,8576.3718854569,771.9844867335,302.2809015552
0.0636496544,0.0040132999,0.0164109866,6.03993E-006,5.00679E-006,8.26517E-006,,10538.1443791567,801.5714539655,1985.559471856
0.0583923658,0.0031893253,0.006901741,5.32468E-006,4.68889E-006,6.99361E-006,,10966.3615034143,680.1877054058,986.8638685886
0.0214829445,0.0032070478,0.018522342,6.27835E-006,4.68889E-006,7.94728E-006,,3421.7500585345,683.9673739414,2330.6517500327
0.0053933462,0.0279156367,0.0035816034,5.32468E-006,4.68889E-006,1.398722E-005,,1012.8958266037,5953.5703951255,256.0625599655
0.0387701193,0.0244003137,0.0050493876,5.64257E-006,5.00679E-006,1.366933E-005,,6871.0036986692,4873.4446002329,369.395399043
0.0367879073,0.0016670227,0.0056216717,6.35782E-006,5.00679E-006,4.29153E-006,,5786.2454866605,332.9523906535,1309.9457932253
0.0499626795,0.0015385946,0.0247799555,5.96046E-006,5.00679E-006,1.398722E-005,,8382.3529626908,307.301596432,1771.6140548301
0.0422803561,0.0015714169,0.0144983927,5.32468E-006,4.68889E-006,4.60942E-006,,7940.4501453609,335.1362156075,3145.3833106985
0.0580246449,0.0031557083,0.0149079959,5.00679E-006,4.60942E-006,1.398722E-005,,11589.1908488273,684.6215597624,1065.8297967716
0.031687657,0.0016945998,0.0087347031,5.64257E-006,4.60942E-006,0.000004371,,5615.8199242544,367.6383970218,1998.330601693
0.0278457006,0.0031392574,0.04322505,5.96046E-006,4.68889E-006,0.000004371,,4671.7368424585,669.5097197844,9889.0528414551
0.040942351,0.0185339451,0.0047933261,5.00679E-006,4.60942E-006,4.29153E-006,,8177.3653418658,4020.8844236368,1116.9270749593
0.0544659297,0.0036114057,0.0026387374,5.64257E-006,4.68889E-006,3.97364E-006,,9652.6812534005,770.2048224633,664.0604986863
0.0641663869,0.0511752764,0.0059007009,5.64257E-006,0.000004371,1.406669E-005,,11371.8371096858,11707.9104163807,419.4804093927
0.0692269802,0.0041600068,0.0027796427,5.00679E-006,4.60942E-006,4.29153E-006,,13826.6194907316,902.5011476498,647.7043711683
0.0388830503,0.0074843566,0.021211942,6.27835E-006,5.00679E-006,1.064936E-005,,6193.1957090637,1494.8413174909,1991.8513441183
0.0627484322,0.0598282814,0.0141279697,5.96046E-006,5.00679E-006,8.02675E-006,,10527.4479067052,11949.4289554785,1760.1108468558
0.0317017237,0.0031543573,0.0118606885,5.96046E-006,5.00679E-006,8.02675E-006,,5318.6706613248,630.0158924181,1477.6451888996
0.0581793785,0.0451256434,0.0045162837,5.64257E-006,0.000004371,3.89417E-006,,10310.7942834559,10323.8717478838,1159.7551390925
0.0147696336,0.0577163696,0.0025703112,5.64257E-006,0.000004371,4.29153E-006,,2617.5366207243,13204.385637154,598.9265413501
0.024343729,0.0032443206,0.0191740195,9.61621E-006,0.000004371,1.358985E-005,,2531.530510461,742.2376000915,1410.907367631
0.0040176709,0.0061772664,0.0049827099,5.00679E-006,4.68889E-006,8.66254E-006,,802.4444684119,1317.4261776241,575.2019476966
0.0368666649,0.05666701,0.0028247039,1.033147E-005,5.00679E-006,4.60942E-006,,3568.3852230128,11318.0321083968,612.8111237423
0.044216315,0.0041663647,0.0062920252,9.9341E-006,5.00679E-006,3.97364E-006,,4450.9633434332,832.1428819663,1583.4411874251
0.0511677265,0.0042706331,0.0048803488,9.29832E-006,5.00679E-006,4.05311E-006,,5502.900148629,852.9682810743,1204.0997752343
0.0104328791,0.0187819799,0.0051773389,5.00679E-006,4.68889E-006,1.470247E-005,,2083.7460987978,4005.6345680961,352.1407566212
0.057461977,0.0185201963,0.0021766822,8.58306E-006,5.32468E-006,3.97364E-006,,6694.8124561637,3478.180147915,547.7804104046
0.0443399747,0.0230379899,0.0051626364,1.001358E-005,5.32468E-006,1.398722E-005,,4427.9842693622,4326.643090289,369.0966775385
0.0469513734,0.0495856603,0.0097450415,8.98043E-006,4.68889E-006,8.34465E-006,,5228.1876714144,10575.1383141852,1167.8190840838
0.0469112396,0.0227160454,0.0047139327,8.98043E-006,0.000017643,4.60942E-006,,5223.7186437621,1287.5408941919,1022.6737138295
0.0520563126,0.0238118966,0.0298703512,8.34465E-006,1.676877E-005,4.29153E-006,,6238.2859149275,1420.0145055362,6960.3034698581
0.010453701,0.0075473785,0.0255767504,4.05311E-006,4.29153E-006,7.62939E-006,,2579.1801875597,1758.6684795399,3352.3978234171
0.0617553393,0.020280997,0.0282380581,8.26517E-006,2.169609E-005,8.66254E-006,,7471.7566970794,934.7765864725,3259.7896332946
0.0299626986,0.0056073666,0.0305515925,8.34465E-006,1.867612E-005,8.66254E-006,,3590.6477335778,300.2425857191,3526.8630794201
0.0643993219,0.0241330465,0.0184073448,7.94728E-006,1.692771E-005,8.10623E-006,,8103.3160867618,1425.6533494489,2270.7651781408
0.0659885406,0.0260039965,0.019345363,6.91413E-006,0.000004371,7.94728E-006,,9544.0121374634,5949.2099130634,2434.2118284495
0.0469347636,0.0233565966,0.0477633476,8.66254E-006,4.68889E-006,4.68889E-006,,5418.1295082043,4981.2635015963,10186.4935240537
0.0646572908,0.0373990536,0.0289927324,8.26517E-006,2.360343E-005,4.29153E-006,,7822.8627808019,1584.4753737063,6755.8032589776
0.0338717302,0.0184760888,0.0530029933,5.00679E-006,1.573562E-005,4.68889E-006,,6765.1589461511,1174.1570297198,11303.9532298689
0.0286103884,0.0206873417,0.0446484089,0.000004371,1.700719E-005,1.398722E-005,,6545.5018142302,1216.3879917847,3192.0859813458
0.0471088886,0.0409777164,0.0058650176,5.00679E-006,2.296765E-005,4.29153E-006,,9409.0003015904,1784.1492899796,1366.6495562189
0.0375243028,0.0363090833,0.0501426856,4.92731E-006,1.533826E-005,4.68889E-006,,7615.5758009949,2367.2230944058,10693.9351466978
0.0496970018,0.0269540151,0.0027825832,4.05311E-006,2.66234E-005,1.430511E-005,,12261.4490527027,1012.4182144279,194.5167307347
0.0274074872,0.0427156289,0.007215023,5.00679E-006,2.40008E-005,7.62939E-006,,5474.0636675395,1779.7585472151,945.6880615619
0.0455940564,0.0216450691,0.0186029275,5.00679E-006,5.00679E-006,0.000004371,,9106.4447360485,4323.1429958117,4255.9889087166
0.0156273842,0.0275873343,0.0147416592,4.68889E-006,2.264976E-005,1.398722E-005,,3332.8536561958,1217.9967606721,1053.9377488879
0.0269160271,0.0254553954,0.0433257421,5.00679E-006,1.835823E-005,4.60942E-006,,5375.9049331009,1386.5931181819,9399.3912639768
0.0287045638,0.0385570526,0.0444615682,5.00679E-006,1.93119E-005,1.366933E-005,,5733.1271673068,1996.5437170864,3252.6516069186
0.0248860518,0.0061539809,0.0514853795,5.00679E-006,1.835823E-005,4.29153E-006,,4970.4604766727,335.2164609551,11996.9753281464
0.0103996595,0.022910436,0.0257583459,6.67572E-006,2.10603E-005,1.366933E-005,,1557.8333827662,1087.8494603591,1884.3897923307
0.0104606946,0.0090879599,0.0129935741,5.00679E-006,2.161661E-005,4.68889E-006,,2089.3016543534,420.4155933794,2771.140747597
0.0102603436,0.0250383218,0.0160532792,6.27835E-006,1.827875E-005,1.358985E-005,,1634.242046079,1369.8049270328,1181.2697888498
0.0102322896,0.0372793674,0.047160387,5.96046E-006,2.066294E-005,0.000004371,,1716.6946225627,1804.1656918135,10789.3816129032
0.0404380957,0.0385467211,0.0134496689,4.68889E-006,1.970926E-005,3.97364E-006,,8624.2363800388,1955.7670424968,3384.7225415488
0.0419069131,0.0346249739,0.0284169515,4.92731E-006,1.732508E-005,0.000004371,,8505.0287317015,1998.5462652986,6501.2471951499
0.0246662299,0.0207827091,0.053057909,6.35782E-006,1.660982E-005,4.05311E-006,,3879.6678547049,1251.2302433139,13090.6659355409
0.0245212714,0.0431999365,0.0194890499,5.96046E-006,2.471605E-005,1.366933E-005,,4113.9897558242,1747.8495366371,1425.7501947791
0.0415390333,0.0432606538,0.02145799,4.68889E-006,1.66893E-005,4.29153E-006,,8859.0334279542,2592.1191308204,5000.0792281541
0.0580770175,0.0437397162,0.0028253396,5.00679E-006,2.328554E-005,0.000004371,,11599.651165717,1878.4067799158,646.3828940746
0.0415913264,0.040785869,0.0207269986,5.96046E-006,5.00679E-006,4.29153E-006,,6977.8719075373,8146.1113727558,4829.7457177277
