DGraph fileName=experiments/graphs/synthetic/PA/exp/V25kD5L8exp.edge
DGraph |V|=25000,|E|=124985,|L|=8
DGraph size(byte)=1999760, time(s)=0.017427
LandmarkedIndex::determineLandmarks noOfLandmarks=500 ,method=1
LandmarkedIndex2(o)-k=500-m=1-b=0-Index initialized
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=25 5% , ,roundNo=24625,size=25870868,time(s)=5.64917
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=50 10% , ,roundNo=12337,size=51411056,time(s)=9.58491
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=75 15% , ,roundNo=6161,size=76331512,time(s)=12.9385
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=100 20% , ,roundNo=6209,size=101476628,time(s)=15.863
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=125 25% , ,roundNo=3089,size=124398520,time(s)=18.7312
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=150 30% , ,roundNo=3089,size=145502892,time(s)=21.4945
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=175 35% , ,roundNo=3137,size=169464312,time(s)=24.0041
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=225 45% , ,roundNo=6161,size=210678564,time(s)=29.0875
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=250 50% , ,roundNo=1553,size=228313460,time(s)=31.3025
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=275 55% , ,roundNo=3089,size=248293508,time(s)=33.9604
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=300 60% , ,roundNo=3185,size=260867336,time(s)=35.4852
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=400 80% , ,roundNo=1553,size=311479636,time(s)=41.3852
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=425 85% , ,roundNo=1553,size=322278384,time(s)=42.4114
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=450 90% , ,roundNo=785,size=331514528,time(s)=43.3256
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=575 115% , ,roundNo=3089,size=385940080,time(s)=48.984
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=800 160% , ,roundNo=3089,size=444357396,time(s)=56.1071
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=975 195% , ,roundNo=1585,size=466153124,time(s)=58.3066
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (landmarks) (o) i=1550 310% , ,roundNo=1601,size=503686000,time(s)=61.7531
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex built all landmarks
LandmarkedIndex2(o)-k=500-m=1-b=0size=520263968 ,time=0.0174271
LandmarkedIndex2(o)-k=500-m=1-b=0::buildIndex (others) (o) i=24900 101.633% , ,roundNo=0,size(MB)=518264208,time(s)=65.3357
LandmarkedIndex construction time=65.3579
LandmarkedIndex size=520263968,isBlockedMode=0, noOfLandmarks=500 ,propagateCode=0
arr[i]=4
(101,43),2.69,10254,10254
(23918,184),8.38,23843,23843
(14293,165),6.18,23958,23958
(1943,195),4.98,23970,23970
(12756,177),6.00,23930,23930
(17213,154),6.64,23917,23917
(22835,135),6.07,24052,24052
(24375,197),5.79,23957,23957
(20114,147),6.17,24009,24009
(23323,232),6.02,23803,23803
(301,77),1.43,9857,9857
(21337,184),6.13,23843,23843
(268,150),5.18,23935,23935
(20620,195),6.34,23970,23970
(12754,141),5.31,24004,24004
(21420,154),5.59,23917,23917
(18935,29),1.77,10306,10306
(21323,184),6.69,23843,23843
(13247,149),5.25,23985,23985
(17294,201),6.24,23914,23914
(18391,240),5.42,23776,23776
(8007,147),6.91,24009,24009
(6928,153),5.79,23967,23967
(18225,147),5.86,24009,24009
(12466,212),6.85,23835,23835
(250,23),1.87,10695,10695
(2246,156),6.49,23894,23894
(8536,30),1.47,9893,9893
(22717,232),7.35,23803,23803
(12651,202),5.94,23890,23890
(12459,240),6.34,23776,23776
(21733,102),1.39,8848,8848
(2042,165),6.37,23957,23957
(23310,177),5.66,23930,23930
(2047,180),7.45,23852,23852
(9258,102),1.54,8844,8844
(8594,201),7.55,23914,23914
(22456,210),5.50,23876,23876
(5661,202),5.22,23890,23890
(4426,169),5.62,23935,23935
(18756,198),5.21,23925,23925
(16973,113),1.44,8550,8550
(17435,163),6.38,23987,23987
(13850,210),5.61,23876,23876
(8106,156),6.03,23894,23894
(5404,209),5.23,23898,23898
(1013,39),1.47,10378,10378
(9046,180),5.83,23852,23852
(19629,204),5.60,23886,23886
(10581,166),5.33,23927,23927
(21709,150),5.37,23935,23935
(3451,83),1.48,9615,9615
(8990,169),5.88,23935,23935
(2472,154),5.58,23917,23917
(24959,170),5.78,23900,23900
(24406,141),6.31,24004,24004
(2343,114),1.21,8365,8365
(18723,169),5.95,23935,23935
(6914,45),1.59,10021,10021
(7320,108),1.47,8521,8521
(7884,99),1.59,9242,9242
(6676,39),1.21,10378,10378
(17130,108),1.36,8521,8521
(24803,180),7.49,23852,23852
(23491,30),1.48,9892,9892
(14841,71),1.69,10189,10189
(21973,120),1.22,7934,7934
(10390,150),7.05,23935,23935
(17352,114),1.37,8361,8361
(15941,15),1.81,10915,10915
(2202,85),1.43,9599,9599
(20803,86),1.51,9264,9264
(5525,198),5.20,23925,23925
(17703,198),5.42,23925,23925
(21511,178),6.07,23892,23892
(23454,170),5.27,23900,23900
(1855,169),7.97,23935,23935
(13662,149),5.67,23985,23985
(5972,46),1.78,9784,9784
(21088,153),6.10,23967,23967
(9097,240),6.72,23776,23776
(23815,166),6.06,23927,23927
(1510,60),1.46,9004,9004
(14069,139),6.35,24017,24017
(63,225),5.52,23889,23889
(20400,51),1.66,9865,9865
(6169,212),6.43,23835,23835
(10952,23),1.49,10696,10696
(3053,180),7.21,23852,23852
(18064,180),5.37,23852,23852
(236,43),1.64,10254,10254
(122,43),1.76,10254,10254
(9126,116),1.35,8290,8290
(11164,108),1.13,8526,8526
(19200,198),7.65,23925,23925
(7548,141),5.44,24004,24004
(24186,149),5.77,23985,23985
