(2985,165),1.80,1585,1585
(753,198),0.96,1584,1584
(464,75),1.20,1531,1531
(824,139),0.97,1508,1508
(104,116),1.61,1640,1640
(2958,101),1.18,1544,1544
(3755,195),1.23,1576,1576
(1566,240),1.12,1585,1585
(3227,105),0.90,1471,1471
(4987,71),1.16,1744,1744
(81,184),1.46,1428,1428
(1294,60),1.45,1606,1606
(362,139),1.52,1506,1506
(590,78),1.86,1601,1601
(591,169),0.89,1495,1495
(4277,30),1.14,1667,1667
(79,212),1.49,1579,1579
arr[i]=6
(3069,249),1.87,2887,2887
(2226,250),1.84,2896,2896
(4075,63),2.53,2986,2986
(4023,235),2.46,2868,2868
(1608,222),2.19,2959,2959
(2066,249),2.80,2885,2885
(870,123),2.50,2911,2911
(4805,126),2.04,2985,2985
(376,63),1.93,2984,2984
(2050,187),2.63,2903,2903
(2139,246),1.84,2939,2939
(1575,252),2.01,2925,2925
(976,219),2.74,2901,2901
(1485,111),1.84,2928,2928
(2267,249),3.50,2885,2885
(4105,95),3.08,3033,3033
(1061,126),3.47,2984,2984
(1553,111),1.56,2925,2925
(1199,221),1.64,2970,2970
(2508,189),2.02,2892,2892
(2848,252),2.54,2928,2928
(1045,235),2.84,2875,2875
(3398,238),3.25,2910,2910
(3991,190),2.51,2958,2958
(2464,111),2.94,2930,2930
(870,243),3.24,2875,2875
(2198,187),2.70,2903,2903
(1907,119),2.19,2978,2978
(4343,222),3.58,2953,2953
(816,243),3.09,2875,2875
(3373,183),2.09,2898,2898
(857,221),1.77,2968,2968
(4472,187),1.52,2903,2903
(2307,249),1.83,2885,2885
(3177,123),2.15,2922,2922
(2533,237),2.07,2919,2919
(2790,231),3.01,2944,2944
(1806,125),2.18,2972,2972
(1661,159),1.96,2945,2945
(986,221),1.75,2969,2969
(921,235),2.88,2868,2868
(2958,252),3.35,2926,2926
(2451,95),2.07,3033,3033
(3300,246),2.67,2940,2940
(1338,63),3.37,2985,2985
(486,190),3.42,2955,2955
(2339,252),1.81,2925,2925
(1420,221),2.36,2970,2970
(577,125),2.70,2971,2971
(1333,175),2.43,2951,2951
(3019,221),3.34,2968,2968
(3012,207),2.90,2929,2929
(3318,222),2.31,2952,2952
(2335,95),2.83,3036,3036
(2203,63),1.90,2984,2984
(4946,119),1.82,2978,2978
(4413,231),2.10,2950,2950
(2142,237),2.86,2919,2919
(4337,119),3.22,2978,2978
(4061,246),2.90,2940,2940
(3269,111),1.75,2927,2927
(155,119),1.98,2977,2977
(89,246),2.24,2939,2939
(159,207),3.26,2929,2929
(1931,123),2.33,2914,2914
(961,249),2.13,2884,2884
(2134,231),3.04,2948,2948
(3117,235),1.87,2876,2876
(13,231),2.09,2944,2944
(4535,63),1.95,2987,2987
(1677,189),2.98,2889,2889
(2687,183),1.91,2901,2901
(1586,126),1.86,2984,2984
(591,235),2.06,2867,2867
(3261,215),1.84,3023,3023
(2242,252),2.04,2940,2940
(272,221),2.28,2968,2968
(2597,123),2.37,2912,2912
(1308,219),2.14,2900,2900
(1292,119),2.40,2978,2978
(1928,235),3.00,2867,2867
(4414,221),3.17,2969,2969
(1387,95),2.53,3033,3033
(3288,215),2.37,3024,3024
(555,63),2.81,2984,2984
(4217,95),3.47,3033,3033
(1855,222),2.05,2952,2952
(3936,249),3.64,2885,2885
(3227,238),2.80,2909,2909
(1232,126),1.71,2984,2984
(4142,190),3.01,2956,2956
(3719,111),3.79,2923,2923
(981,237),1.60,2918,2918
(4177,238),1.93,2909,2909
(373,238),1.91,2913,2913
(1988,246),2.78,2939,2939
(623,189),2.30,2888,2888
(4092,125),2.63,2972,2972
(925,126),2.81,2984,2984
(1640,252),3.50,2925,2925
