3.112
0.228
4.05312e-06
0.217
0.226
0.235
0.241
0.232
0.217
0.223
0.211
0.191
0.199
0.215
4.05312e-06
0.235
0.224
5.00679e-06
0.242
4.05312e-06
0.216
0.226
4.05312e-06
0.218
0.233
0.225
0.237
0.228
0.238
0.222
0.241
