0.205
0.043
2.86102e-06
0.040
0.039
3.09944e-06
0.042
0.040
0.037
0.044
0.042
2.86102e-06
1.90735e-06
0.042
0.043
0.039
0.039
0.042
0.042
0.040
2.14577e-06
0.043
0.042
3.09944e-06
0.045
0.039
2.86102e-06
0.062
0.084
0.079
0.084
