method name, index construction time (s), index size (MB),,,,,,,,,
BFS,1.09,81.68,,,,,,,,,
LandmarkedIndex12(oe)-k=3502-m=1-b=20,8_351.06,53_923.01,,,,,,,,,
LandmarkedIndex12(oe)-k=3502-m=1-b=40,8_347.77,53_919.79,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
BFS_queryset-0,BFS_queryset-1,BFS_queryset-2,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-0,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-1,LandmarkedIndex12(oe)-k=3502-m=1-b=20_queryset-2,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-0,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-1,LandmarkedIndex12(oe)-k=3502-m=1-b=40_queryset-2,,,
0.0547208786,0.0618503888,0.0056685607,4.29153E-006,3.97364E-006,4.60942E-006,3.89417E-006,0.000004371,5.00679E-006,,,
0.0308872859,0.0544462204,0.002311945,0.000004371,3.97364E-006,4.05311E-006,4.29153E-006,4.05311E-006,4.05311E-006,,,
0.037839969,0.0097979705,0.0120066802,4.29153E-006,0.000004371,4.60942E-006,4.05311E-006,3.97364E-006,5.00679E-006,,,
0.0604340235,0.033933719,0.0037213961,4.05311E-006,3.97364E-006,4.68889E-006,4.29153E-006,4.05311E-006,4.68889E-006,,,
0.0323062738,0.0183404287,0.0033849875,3.97364E-006,3.89417E-006,0.000004371,3.97364E-006,3.97364E-006,4.92731E-006,,,
0.0226286252,0.0218699773,0.0054423014,3.97364E-006,3.97364E-006,5.00679E-006,4.05311E-006,3.89417E-006,5.32468E-006,,,
0.0387360255,0.0127916336,0.0021069845,0.000004371,3.97364E-006,3.97364E-006,4.29153E-006,3.97364E-006,3.97364E-006,,,
0.0169069767,0.0065616767,0.001837333,4.29153E-006,3.97364E-006,3.89417E-006,3.97364E-006,4.05311E-006,3.89417E-006,,,
0.0524539948,0.0141268571,0.0017716885,0.000004371,3.97364E-006,3.97364E-006,4.05311E-006,3.97364E-006,3.97364E-006,,,
0.0294160048,0.0407229265,0.0018300215,5.00679E-006,3.97364E-006,3.97364E-006,5.00679E-006,3.97364E-006,3.97364E-006,,,
0.0274546146,0.041394949,0.0066660245,5.00679E-006,4.05311E-006,5.00679E-006,5.00679E-006,3.89417E-006,5.00679E-006,,,
0.0104653041,0.0289073785,0.0347892443,4.29153E-006,4.05311E-006,3.97364E-006,3.89417E-006,3.97364E-006,3.97364E-006,,,
0.0056116581,0.0308630466,0.0346097151,5.00679E-006,4.05311E-006,4.05311E-006,5.64257E-006,3.97364E-006,3.97364E-006,,,
0.043642362,0.0228723685,0.0332330863,5.00679E-006,4.05311E-006,4.05311E-006,5.32468E-006,3.97364E-006,3.97364E-006,,,
0.0321803093,0.0301142534,0.0171846549,5.00679E-006,4.05311E-006,4.05311E-006,5.32468E-006,3.97364E-006,5.00679E-006,,,
0.0233418941,0.0248473485,0.0254689852,4.29153E-006,4.05311E-006,3.97364E-006,3.97364E-006,4.05311E-006,3.97364E-006,,,
0.0297193527,0.0168634256,0.0097160339,4.05311E-006,4.05311E-006,3.97364E-006,4.05311E-006,4.05311E-006,0.000004371,,,
0.0321670373,0.0292890072,0.0296287537,4.29153E-006,3.97364E-006,3.89417E-006,0.000004371,3.97364E-006,4.05311E-006,,,
0.0258270899,0.0099554062,0.0315439701,4.05311E-006,3.97364E-006,3.97364E-006,3.89417E-006,4.05311E-006,3.81469E-006,,,
0.0342139403,0.0065942605,0.0235063235,4.29153E-006,3.97364E-006,3.97364E-006,3.97364E-006,3.89417E-006,3.97364E-006,,,
0.0323836803,0.0062596798,0.0110444228,4.29153E-006,3.97364E-006,4.68889E-006,3.97364E-006,0.000004371,5.32468E-006,,,
0.014002641,0.0207792918,0.0265163581,0.000004371,3.97364E-006,3.97364E-006,4.29153E-006,3.89417E-006,3.97364E-006,,,
0.0250244141,0.0239456495,0.0329765479,3.97364E-006,3.97364E-006,3.97364E-006,3.97364E-006,0.000004371,3.97364E-006,,,
0.0308863322,0.022815307,0.0236214002,0.000004371,3.97364E-006,3.89417E-006,4.05311E-006,4.05311E-006,4.05311E-006,,,
0.0261464119,0.0064936479,0.0243913333,3.89417E-006,3.97364E-006,4.29153E-006,3.97364E-006,3.97364E-006,4.05311E-006,,,
0.0396637122,0.0116698742,0.0079110463,3.97364E-006,3.97364E-006,4.68889E-006,3.97364E-006,3.97364E-006,5.00679E-006,,,
0.0142037074,0.010111014,0.0073269208,0.000004371,4.05311E-006,3.89417E-006,4.05311E-006,4.05311E-006,3.97364E-006,,,
0.0461634,0.0132083098,0.0143256982,3.97364E-006,4.05311E-006,4.60942E-006,4.05311E-006,4.05311E-006,5.00679E-006,,,
0.0291587512,0.0106900533,0.0431797504,0.000004371,4.05311E-006,4.05311E-006,3.97364E-006,4.29153E-006,3.89417E-006,,,
0.0579989751,0.0433998903,0.0436549187,6.03993E-006,4.05311E-006,4.05311E-006,5.96046E-006,4.29153E-006,4.29153E-006,,,
0.0585730076,0.0599455833,0.0307243665,5.96046E-006,4.05311E-006,0.000004371,5.96046E-006,4.05311E-006,3.97364E-006,,,
0.0641893546,0.0556007226,0.0438353221,5.96046E-006,3.89417E-006,3.97364E-006,5.96046E-006,3.97364E-006,3.97364E-006,,,
0.0744992097,0.029273351,0.0183804035,5.96046E-006,3.97364E-006,3.97364E-006,5.96046E-006,4.29153E-006,4.05311E-006,,,
0.070085605,0.0263799826,0.0371907552,5.96046E-006,3.97364E-006,3.97364E-006,6.03993E-006,3.97364E-006,3.89417E-006,,,
0.0143810113,0.0008239746,0.0165810585,5.96046E-006,3.97364E-006,4.68889E-006,5.96046E-006,4.05311E-006,5.00679E-006,,,
0.0685123603,0.0022743543,0.0086783568,5.96046E-006,3.97364E-006,3.97364E-006,5.96046E-006,3.89417E-006,3.97364E-006,,,
0.0701223214,0.0006503264,0.0258420308,5.96046E-006,3.97364E-006,4.60942E-006,5.96046E-006,0.000004371,5.00679E-006,,,
0.0699362755,0.0047763983,0.0077940623,5.96046E-006,3.89417E-006,4.68889E-006,5.96046E-006,4.05311E-006,5.00679E-006,,,
0.0702180068,0.0016696453,0.0095492999,5.96046E-006,3.89417E-006,4.05311E-006,6.27835E-006,3.89417E-006,3.97364E-006,,,
0.0027899742,0.0018529892,0.0497580369,6.67572E-006,3.97364E-006,3.97364E-006,0.000007391,4.05311E-006,4.05311E-006,,,
0.0025993983,0.0584046046,0.0135076841,6.59624E-006,5.96046E-006,4.68889E-006,7.54992E-006,6.67572E-006,5.00679E-006,,,
0.0049519539,0.0651943684,0.0074000359,3.97364E-006,5.96046E-006,3.97364E-006,3.97364E-006,6.03993E-006,3.97364E-006,,,
0.0058767001,0.0457757314,0.010948658,6.27835E-006,5.64257E-006,4.92731E-006,6.91413E-006,5.96046E-006,4.05311E-006,,,
0.0028423468,0.0620312691,0.0289927324,6.35782E-006,5.96046E-006,0.000004371,6.91413E-006,5.96046E-006,0.000004371,,,
0.0048999786,0.0435039202,0.0332163175,4.05311E-006,5.96046E-006,3.97364E-006,3.97364E-006,6.27835E-006,4.29153E-006,,,
0.0559426149,0.0597630342,0.0231742859,5.32468E-006,5.64257E-006,4.29153E-006,5.32468E-006,6.03993E-006,4.05311E-006,,,
0.0516393185,0.0533240636,0.0252637068,4.05311E-006,3.97364E-006,3.97364E-006,4.05311E-006,3.97364E-006,4.29153E-006,,,
0.0309549967,0.0746216774,0.0243890285,4.68889E-006,5.96046E-006,3.97364E-006,0.000004371,6.27835E-006,4.05311E-006,,,
0.0477550824,0.0453153451,0.0144992669,5.00679E-006,3.97364E-006,4.68889E-006,5.32468E-006,3.97364E-006,5.00679E-006,,,
0.0528889497,0.0404963493,0.0073436896,5.00679E-006,4.05311E-006,3.97364E-006,5.64257E-006,4.05311E-006,3.89417E-006,,,
0.0528245767,0.0602660974,0.03343606,5.00679E-006,5.64257E-006,3.97364E-006,5.00679E-006,6.35782E-006,4.05311E-006,,,
0.0473520756,0.0619076093,0.0317892234,5.32468E-006,5.96046E-006,4.05311E-006,5.64257E-006,6.35782E-006,0.000004371,,,
0.0461497307,0.0666335424,0.029813687,5.00679E-006,5.64257E-006,4.05311E-006,5.00679E-006,6.35782E-006,3.97364E-006,,,
0.0310173829,0.0549096266,0.024619023,6.59624E-006,5.96046E-006,4.05311E-006,6.91413E-006,5.96046E-006,4.05311E-006,,,
0.0053979556,0.0589740276,0.0047236284,5.96046E-006,5.96046E-006,5.64257E-006,5.96046E-006,5.96046E-006,5.64257E-006,,,
0.0127277374,0.0642039776,0.0234906673,5.96046E-006,5.96046E-006,3.89417E-006,5.96046E-006,6.27835E-006,4.29153E-006,,,
0.0050153732,0.066100359,0.023639679,0.000005722,5.96046E-006,3.97364E-006,5.96046E-006,6.27835E-006,3.97364E-006,,,
0.0040553411,0.0666530132,0.0268429915,5.96046E-006,3.97364E-006,3.97364E-006,5.96046E-006,4.29153E-006,4.05311E-006,,,
0.0054510434,0.0058513482,0.0274302959,5.96046E-006,3.97364E-006,3.97364E-006,5.96046E-006,0.000004371,3.89417E-006,,,
0.0255763531,0.0125482877,0.0298033555,5.96046E-006,3.97364E-006,3.97364E-006,5.96046E-006,3.97364E-006,3.97364E-006,,,
0.0124886036,0.0176133315,0.0231814384,5.96046E-006,5.00679E-006,3.97364E-006,6.03993E-006,4.92731E-006,3.97364E-006,,,
0.0304102898,0.0084603628,0.0455262661,5.00679E-006,4.92731E-006,3.97364E-006,5.64257E-006,5.00679E-006,3.97364E-006,,,
0.0111255646,0.0038187504,0.0359976292,5.00679E-006,4.68889E-006,3.97364E-006,5.32468E-006,0.000004371,3.89417E-006,,,
0.0303326448,0.0235675971,0.0559897423,5.32468E-006,3.97364E-006,3.97364E-006,5.32468E-006,3.97364E-006,3.97364E-006,,,
0.0304233233,0.0054690043,0.0360020002,5.00679E-006,3.97364E-006,4.05311E-006,5.00679E-006,0.000004371,4.29153E-006,,,
0.0305853685,0.0415462653,0.0465750694,5.00679E-006,0.000004371,4.05311E-006,5.00679E-006,4.92731E-006,3.97364E-006,,,
0.0299597581,0.0409972668,0.0090727011,5.00679E-006,4.60942E-006,4.05311E-006,5.64257E-006,5.00679E-006,3.97364E-006,,,
0.0117983023,0.0183596611,0.0185739199,5.00679E-006,4.68889E-006,0.000004371,5.00679E-006,4.29153E-006,3.97364E-006,,,
0.0455292861,0.0360003312,0.0183173021,5.00679E-006,4.60942E-006,0.000004371,5.32468E-006,4.92731E-006,4.29153E-006,,,
0.0495933692,0.015808026,0.0233430068,5.00679E-006,4.29153E-006,4.29153E-006,5.00679E-006,4.29153E-006,0.000004371,,,
0.0444110235,0.0025856495,0.0049846967,4.92731E-006,3.97364E-006,5.32468E-006,5.32468E-006,4.05311E-006,5.64257E-006,,,
0.0618326664,0.0427752336,0.0238579909,5.00679E-006,0.000004371,3.97364E-006,5.00679E-006,5.00679E-006,4.05311E-006,,,
0.0585960547,0.0379709403,0.0469333331,4.92731E-006,3.97364E-006,3.97364E-006,5.00679E-006,3.97364E-006,3.97364E-006,,,
0.0247666836,0.0321433544,0.0607794126,5.00679E-006,4.29153E-006,3.97364E-006,5.32468E-006,0.000004371,0.000004371,,,
0.0038522085,0.0336975257,0.039807717,5.00679E-006,3.97364E-006,3.97364E-006,5.00679E-006,3.97364E-006,4.05311E-006,,,
0.0479189555,0.0347033342,0.042980353,5.00679E-006,4.68889E-006,3.97364E-006,5.32468E-006,0.000004371,3.97364E-006,,,
0.06224823,0.0325953166,0.028551658,5.00679E-006,4.29153E-006,0.000004371,5.32468E-006,4.68889E-006,0.000004371,,,
0.0497266452,0.0012792746,0.0472162565,5.00679E-006,4.29153E-006,4.05311E-006,5.00679E-006,4.29153E-006,4.05311E-006,,,
0.0622762839,0.0094643434,0.0360743205,5.00679E-006,4.29153E-006,4.05311E-006,5.32468E-006,4.29153E-006,3.97364E-006,,,
0.0114438534,0.0470543702,0.0562442938,5.00679E-006,0.000004371,4.05311E-006,5.2452E-006,5.00679E-006,3.97364E-006,,,
0.0663059553,0.0384822687,0.0180412928,5.00679E-006,3.89417E-006,6.59624E-006,5.00679E-006,4.68889E-006,6.99361E-006,,,
0.0586330891,0.0510124365,0.0278386275,5.00679E-006,4.68889E-006,3.89417E-006,5.00679E-006,5.00679E-006,3.97364E-006,,,
0.0748553276,0.0501627127,0.0006106695,5.00679E-006,4.68889E-006,3.97364E-006,5.32468E-006,5.00679E-006,4.05311E-006,,,
0.0497999986,0.04921333,0.0008309682,5.00679E-006,4.68889E-006,4.05311E-006,5.00679E-006,5.00679E-006,3.97364E-006,,,
0.0674794515,0.0469929377,0.0241003036,5.00679E-006,4.05311E-006,4.05311E-006,4.92731E-006,3.97364E-006,3.97364E-006,,,
0.0301556587,0.0627772808,0.0006039937,5.00679E-006,4.60942E-006,4.05311E-006,5.32468E-006,4.60942E-006,3.97364E-006,,,
0.0617623329,0.0455649694,0.0211056074,5.00679E-006,4.68889E-006,4.05311E-006,5.00679E-006,5.00679E-006,4.05311E-006,,,
0.0138284365,0.0467162927,0.0236376127,5.00679E-006,4.21206E-006,4.05311E-006,4.68889E-006,4.68889E-006,4.05311E-006,,,
0.0114820004,0.036684672,0.000544707,4.05311E-006,4.68889E-006,4.05311E-006,4.21206E-006,4.68889E-006,3.81469E-006,,,
0.0134016673,0.0440482299,0.0027856827,5.00679E-006,3.97364E-006,4.05311E-006,4.60942E-006,3.97364E-006,3.97364E-006,,,
0.0120209853,0.0394043128,0.0009833177,5.00679E-006,4.29153E-006,4.05311E-006,4.60942E-006,4.05311E-006,4.05311E-006,,,
0.0099013646,0.0112096469,0.0023686886,4.68889E-006,4.05311E-006,3.97364E-006,4.60942E-006,3.97364E-006,3.97364E-006,,,
0.0281639894,0.0128669739,0.0020066102,5.00679E-006,4.29153E-006,3.97364E-006,4.21206E-006,4.05311E-006,4.05311E-006,,,
0.0231746038,0.0087326368,0.0242240429,5.00679E-006,0.000004371,3.97364E-006,4.68889E-006,5.00679E-006,0.000004371,,,
0.0538336436,0.0440436999,0.0209534168,0.000004371,3.97364E-006,3.97364E-006,0.000004371,3.97364E-006,3.97364E-006,,,
0.0449753602,0.0222883224,0.0324370066,4.29153E-006,4.60942E-006,6.03993E-006,3.97364E-006,4.29153E-006,6.59624E-006,,,
0.049519062,0.0486970743,0.0010886987,4.29153E-006,4.68889E-006,3.97364E-006,3.97364E-006,4.21206E-006,4.05311E-006,,,
0.0536134243,0.0038626194,0.0455673536,4.68889E-006,4.29153E-006,3.97364E-006,4.05311E-006,5.00679E-006,3.97364E-006,,,
0.0507243474,0.0053416888,0.0523002942,0.000004371,4.21206E-006,5.96046E-006,4.05311E-006,5.00679E-006,6.03993E-006,,,
0.0439604123,0.0004266103,0.000696977,0.000004371,4.68889E-006,3.97364E-006,3.89417E-006,4.68889E-006,4.05311E-006,,,
0.0621366501,0.0008466244,0.0011906624,4.29153E-006,4.29153E-006,3.97364E-006,3.97364E-006,4.92731E-006,3.97364E-006,,,
0.0587516626,0.0224516392,0.0009630521,0.000004371,4.68889E-006,4.05311E-006,4.05311E-006,4.05311E-006,3.97364E-006,,,
0.0613342921,0.0480604172,0.0243569215,0.000004371,4.21206E-006,4.05311E-006,3.81469E-006,5.00679E-006,4.05311E-006,,,
0.057243983,0.0386856397,0.0004250209,3.89417E-006,3.97364E-006,4.05311E-006,4.05311E-006,4.29153E-006,3.89417E-006,,,
0.0470093091,0.049504439,0.0226306915,0.000004371,4.60942E-006,3.89417E-006,3.97364E-006,5.00679E-006,4.05311E-006,,,
0.055927674,0.0132956505,0.0211656094,4.29153E-006,0.000004371,3.97364E-006,4.05311E-006,4.05311E-006,0.000004371,,,
0.0661259492,0.0667117437,0.0491586526,0.000004371,4.68889E-006,6.35782E-006,3.89417E-006,5.00679E-006,6.67572E-006,,,
0.0472797553,0.0163560708,0.0005802313,0.000004371,0.000004371,4.05311E-006,3.97364E-006,3.89417E-006,3.89417E-006,,,
0.049084266,0.0137067636,0.0004966259,4.05311E-006,4.29153E-006,3.97364E-006,3.97364E-006,4.29153E-006,3.97364E-006,,,
0.0629877249,0.008713007,0.0013896624,4.29153E-006,4.68889E-006,3.97364E-006,0.000004371,4.68889E-006,0.000004371,,,
0.0589952469,0.0257846514,0.0011979739,4.05311E-006,3.97364E-006,4.05311E-006,0.000004371,3.89417E-006,0.000004371,,,
0.0536809762,0.0225389004,0.0008436839,4.29153E-006,3.97364E-006,3.97364E-006,3.97364E-006,3.97364E-006,4.05311E-006,,,
0.0625560284,0.0235229333,0.0298507214,4.29153E-006,4.68889E-006,5.96046E-006,4.05311E-006,4.68889E-006,6.27835E-006,,,
0.0479020278,0.0526800156,0.0299390157,4.05311E-006,4.60942E-006,5.96046E-006,3.89417E-006,4.68889E-006,6.67572E-006,,,
0.0296106339,0.0663982232,0.0446910858,3.97364E-006,0.000004371,4.05311E-006,4.05311E-006,3.89417E-006,3.97364E-006,,,
0.0624786218,0.0768980185,0.0009140174,4.29153E-006,0.000004371,3.89417E-006,3.89417E-006,5.00679E-006,3.89417E-006,,,
0.0667374134,0.0745576223,0.000894626,0.000004371,4.29153E-006,3.97364E-006,3.97364E-006,5.00679E-006,3.97364E-006,,,
0.0659533342,0.0732498964,0.0284797351,4.29153E-006,4.68889E-006,5.96046E-006,3.97364E-006,5.00679E-006,5.96046E-006,,,
0.0619147619,0.0667645931,0.0031193097,4.68889E-006,4.29153E-006,3.89417E-006,0.000004371,0.000004371,3.97364E-006,,,
0.0658029715,0.0712200006,0.0014526049,0.000004371,4.68889E-006,3.97364E-006,3.89417E-006,4.68889E-006,3.97364E-006,,,
0.0738886197,0.0643884341,0.0277043184,4.29153E-006,4.29153E-006,3.97364E-006,3.89417E-006,0.000004371,3.97364E-006,,,
0.0706650416,0.0267210007,0.033349673,0.000004371,4.05311E-006,6.27835E-006,4.29153E-006,4.05311E-006,6.91413E-006,,,
0.0488906701,0.0251263777,0.0251750151,4.29153E-006,4.05311E-006,3.97364E-006,4.05311E-006,0.000004371,4.05311E-006,,,
0.0590653419,0.0173660119,0.0008993149,4.68889E-006,4.05311E-006,3.97364E-006,3.97364E-006,4.05311E-006,3.97364E-006,,,
0.0566423734,0.0040940444,0.0225866636,0.000004371,4.05311E-006,3.97364E-006,4.29153E-006,3.89417E-006,3.89417E-006,,,
0.0732035637,0.0300629934,0.0321926276,4.29153E-006,3.97364E-006,6.03993E-006,4.29153E-006,4.29153E-006,6.59624E-006,,,
0.0609370073,0.0033636888,0.0061633587,0.000004371,3.97364E-006,4.92731E-006,4.05311E-006,4.29153E-006,5.00679E-006,,,
0.0698796113,0.001736323,0.0054296652,4.29153E-006,3.97364E-006,4.60942E-006,3.81469E-006,4.05311E-006,5.00679E-006,,,
0.0613217354,0.048614343,0.0028386116,0.000004371,3.89417E-006,3.97364E-006,3.89417E-006,4.29153E-006,3.97364E-006,,,
0.0662327607,0.053002437,0.0143890381,4.29153E-006,3.97364E-006,5.00679E-006,4.05311E-006,4.29153E-006,5.00679E-006,,,
0.0450719992,0.003421545,0.0246536732,4.29153E-006,3.97364E-006,5.00679E-006,4.05311E-006,4.05311E-006,5.32468E-006,,,
0.0663064321,0.0033973853,0.0228746732,0.000004371,3.97364E-006,5.00679E-006,4.05311E-006,3.97364E-006,5.32468E-006,,,
0.062361002,0.0226693153,0.0023260117,4.29153E-006,3.97364E-006,5.00679E-006,3.97364E-006,3.97364E-006,5.00679E-006,,,
0.0722064177,0.0034786065,0.0021203359,4.05311E-006,3.97364E-006,3.97364E-006,3.97364E-006,4.05311E-006,4.05311E-006,,,
0.0632139047,0.0036676725,0.0058186054,3.97364E-006,3.97364E-006,5.00679E-006,0.000004371,3.89417E-006,5.00679E-006,,,
0.0615207354,0.0453576247,0.0019320647,4.29153E-006,4.05311E-006,5.00679E-006,4.05311E-006,3.97364E-006,5.00679E-006,,,
0.0434963703,0.0018143654,0.0191517671,5.00679E-006,4.05311E-006,0.000004371,5.00679E-006,0.000004371,5.64257E-006,,,
0.015392065,0.0027283827,0.0050909519,5.00679E-006,0.000004371,5.00679E-006,5.00679E-006,0.000004371,5.00679E-006,,,
0.0139462948,0.0016433398,0.0026873748,5.00679E-006,3.97364E-006,4.05311E-006,4.92731E-006,4.05311E-006,3.97364E-006,,,
0.0404888789,0.0036269824,0.0043019454,4.68889E-006,3.97364E-006,5.00679E-006,0.000004371,3.97364E-006,5.00679E-006,,,
0.0642553171,0.0042146842,0.0164240201,5.00679E-006,3.97364E-006,5.64257E-006,5.00679E-006,3.97364E-006,5.64257E-006,,,
0.0599842866,0.0033497016,0.0068616072,4.92731E-006,3.89417E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.64257E-006,,,
0.0224425793,0.0033869743,0.0189387004,5.00679E-006,3.97364E-006,5.00679E-006,5.00679E-006,4.05311E-006,5.64257E-006,,,
0.0054109891,0.0289053917,0.0035409927,5.00679E-006,3.97364E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.039765199,0.0253132979,0.0050323009,5.00679E-006,3.89417E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.0373764038,0.0017489592,0.0058276653,5.00679E-006,3.97364E-006,3.89417E-006,5.00679E-006,4.29153E-006,3.81469E-006,,,
0.0508120855,0.0016153653,0.0247410933,5.00679E-006,3.89417E-006,5.00679E-006,5.00679E-006,4.05311E-006,5.00679E-006,,,
0.043563048,0.0016580423,0.0145620505,5.00679E-006,3.97364E-006,5.00679E-006,4.92731E-006,3.89417E-006,5.00679E-006,,,
0.0595877171,0.0033143361,0.0150787036,4.05311E-006,3.97364E-006,5.00679E-006,3.97364E-006,3.97364E-006,5.00679E-006,,,
0.032384634,0.0017873446,0.0089806716,5.00679E-006,3.97364E-006,0.000004371,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.02876242,0.0033017,0.0442626476,5.00679E-006,3.97364E-006,5.00679E-006,5.32468E-006,4.05311E-006,5.00679E-006,,,
0.041788737,0.018808047,0.0050209363,4.29153E-006,3.97364E-006,5.00679E-006,4.05311E-006,4.05311E-006,5.00679E-006,,,
0.0560157299,0.0036063194,0.0027682781,5.00679E-006,3.97364E-006,4.05311E-006,4.92731E-006,3.89417E-006,4.05311E-006,,,
0.0652486483,0.0516239802,0.0061033567,5.00679E-006,4.05311E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.0702337424,0.0043223699,0.0029019515,4.29153E-006,4.05311E-006,5.00679E-006,3.97364E-006,4.05311E-006,5.00679E-006,,,
0.0400867462,0.0077617168,0.0218813419,5.00679E-006,3.97364E-006,5.64257E-006,5.00679E-006,3.89417E-006,5.96046E-006,,,
0.0642937024,0.0608553092,0.0140326818,5.00679E-006,3.97364E-006,5.00679E-006,4.92731E-006,3.89417E-006,5.2452E-006,,,
0.0319364866,0.0033219655,0.0123683612,4.92731E-006,4.05311E-006,5.00679E-006,5.32468E-006,3.97364E-006,5.32468E-006,,,
0.058444341,0.0458870729,0.0046989918,5.00679E-006,4.05311E-006,4.68889E-006,4.68889E-006,4.05311E-006,5.00679E-006,,,
0.014947017,0.0585379601,0.0025523504,5.00679E-006,3.97364E-006,0.000004371,5.00679E-006,4.05311E-006,5.00679E-006,,,
0.0253772736,0.0032426516,0.0195512772,5.00679E-006,3.97364E-006,5.00679E-006,5.00679E-006,4.29153E-006,5.00679E-006,,,
0.0042217573,0.0064886411,0.0049486955,4.05311E-006,3.97364E-006,5.00679E-006,4.05311E-006,4.05311E-006,5.64257E-006,,,
0.0379103025,0.0568826993,0.0027976831,5.00679E-006,3.97364E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.0449705919,0.004361709,0.0061483383,5.32468E-006,3.97364E-006,5.00679E-006,5.32468E-006,3.89417E-006,4.92731E-006,,,
0.0516936779,0.004513979,0.0051216284,5.00679E-006,4.60942E-006,5.00679E-006,5.00679E-006,0.000004371,5.00679E-006,,,
0.0110150178,0.0197056929,0.0053687096,0.000004371,3.97364E-006,4.60942E-006,0.000004371,4.05311E-006,4.92731E-006,,,
0.0591199398,0.0192970435,0.0022763411,5.00679E-006,4.68889E-006,4.05311E-006,5.00679E-006,4.68889E-006,3.97364E-006,,,
0.0447950363,0.0237627029,0.0053486029,5.64257E-006,4.60942E-006,5.00679E-006,5.00679E-006,0.000004371,4.92731E-006,,,
0.047590971,0.0503320694,0.0104543368,5.00679E-006,3.97364E-006,5.96046E-006,5.00679E-006,3.97364E-006,6.67572E-006,,,
0.0478020509,0.0233555635,0.004929622,5.00679E-006,1.629193E-005,4.68889E-006,5.00679E-006,1.811981E-005,5.00679E-006,,,
0.0533837477,0.0245559216,0.0306429863,5.00679E-006,1.565615E-005,4.60942E-006,5.00679E-006,1.66893E-005,5.00679E-006,,,
0.0108206272,0.0077403386,0.0266737143,3.97364E-006,4.05311E-006,4.92731E-006,0.000004371,4.05311E-006,5.32468E-006,,,
0.0626513958,0.0198163191,0.0292507013,4.92731E-006,1.732508E-005,5.00679E-006,5.00679E-006,1.93119E-005,5.96046E-006,,,
0.0301882426,0.0056350231,0.0306593577,5.00679E-006,0.000015974,5.00679E-006,5.00679E-006,1.732508E-005,5.32468E-006,,,
0.0646715959,0.0242640177,0.018315951,5.00679E-006,1.557668E-005,4.92731E-006,5.00679E-006,1.629193E-005,5.32468E-006,,,
0.0665956338,0.0265125434,0.0197133223,5.00679E-006,3.97364E-006,4.92731E-006,4.68889E-006,3.97364E-006,5.64257E-006,,,
0.0479633013,0.0235881011,0.0481727123,5.00679E-006,3.97364E-006,5.00679E-006,5.00679E-006,3.97364E-006,5.00679E-006,,,
0.065232118,0.038233757,0.0297673543,5.00679E-006,1.93119E-005,4.68889E-006,5.00679E-006,2.034505E-005,5.00679E-006,,,
0.0344405969,0.0195333163,0.0540785789,0.000004371,0.000014623,4.68889E-006,3.97364E-006,1.629193E-005,5.00679E-006,,,
0.0296823978,0.0209123294,0.0441146692,4.29153E-006,1.438458E-005,4.92731E-006,3.97364E-006,0.000015974,5.00679E-006,,,
0.0474847158,0.0420694351,0.0061612924,0.000004371,1.867612E-005,5.00679E-006,3.97364E-006,1.994768E-005,5.00679E-006,,,
0.0376479626,0.0373676618,0.0508135955,4.29153E-006,0.000014623,4.68889E-006,0.000004371,1.533826E-005,4.68889E-006,,,
0.0505699317,0.0277634462,0.0029233297,4.29153E-006,2.19345E-005,5.00679E-006,3.89417E-006,2.296765E-005,5.00679E-006,,,
0.0284559727,0.0431839625,0.0075700283,0.000004371,1.994768E-005,4.68889E-006,0.000004371,2.161661E-005,5.2452E-006,,,
0.0468110243,0.0219860872,0.0194795926,4.21206E-006,0.000004371,5.00679E-006,3.89417E-006,0.000004371,4.29153E-006,,,
0.0161860784,0.0275015831,0.015269359,0.000004371,1.859664E-005,5.00679E-006,3.97364E-006,1.962979E-005,5.00679E-006,,,
0.0275746981,0.025658687,0.0445096493,0.000004371,1.573562E-005,5.00679E-006,4.05311E-006,1.629193E-005,5.00679E-006,,,
0.0293953419,0.0386306445,0.044390281,4.68889E-006,0.000015974,3.97364E-006,3.97364E-006,1.700719E-005,5.00679E-006,,,
0.0259370009,0.0064309438,0.0518682798,0.000004371,1.732508E-005,5.00679E-006,3.97364E-006,1.867612E-005,5.00679E-006,,,
0.010867993,0.0237846375,0.0265476704,4.92731E-006,1.732508E-005,5.00679E-006,4.68889E-006,1.835823E-005,5.00679E-006,,,
0.0112791061,0.0093053182,0.0129404068,3.97364E-006,1.994768E-005,5.00679E-006,4.29153E-006,2.129872E-005,4.29153E-006,,,
0.010746638,0.025398016,0.0152519544,5.00679E-006,1.557668E-005,4.92731E-006,4.92731E-006,1.629193E-005,4.68889E-006,,,
