10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 1000
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V25kD4L8exp.edge
DGraph |V|=25000,|E|=99990,|L|=8
DGraph size(byte)=1599840, time(s)=0.014322
dataset: ./experiments/graphs/synthetic/PA/exp/V25kD4L8exp.edge with |L|=8 and |V|=25000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 1599840
BFS required index construction time (s): 0.0143221
Method: BFS queryset: 0
*Query 0: (141,0,00000000000000000000000000010001, true), avg=0.00005936622
*Query 61: (953,20,00000000000000000000000010010000, true), avg=0.00014305114
*Query 62: (953,23,00000000000000000000000010000100, true), avg=0.00017507870
*Query 63: (953,23,00000000000000000000000011000000, true), avg=0.00027402242
*Query 64: (953,24,00000000000000000000000011000000, true), avg=0.00088802973
*Query 65: (953,25,00000000000000000000000010100000, true), avg=0.00015528996
*Query 66: (953,25,00000000000000000000000110000000, true), avg=0.00033831596
*Query 67: (953,26,00000000000000000000000010000010, true), avg=0.00029071172
*Query 68: (953,26,00000000000000000000000010000100, true), avg=0.00018795331
*Query 69: (953,27,00000000000000000000000010000001, true), avg=0.00027561187
*Query 70: (953,27,00000000000000000000000010010000, true), avg=0.00024795532
*Query 71: (953,30,00000000000000000000000010001000, true), avg=0.00018763542
*Query 72: (953,31,00000000000000000000000010100000, true), avg=0.00035937627
*Query 73: (953,33,00000000000000000000000011000000, true), avg=0.00045196215
*Query 74: (953,35,00000000000000000000000011000000, true), avg=0.00042462348
*Query 75: (953,39,00000000000000000000000010000010, true), avg=0.00064802169
*Query 76: (953,39,00000000000000000000000010010000, true), avg=0.00060399373
*Query 77: (953,39,00000000000000000000000010100000, true), avg=0.00061273574
*Query 78: (953,39,00000000000000000000000110000000, true), avg=0.00054637591
*Query 79: (953,40,00000000000000000000000010000001, true), avg=0.00024763743
*Query 80: (953,41,00000000000000000000000010000100, true), avg=0.00017301241
*Query 81: (953,45,00000000000000000000000010000001, true), avg=0.00027696291
*Query 82: (953,47,00000000000000000000000010010000, true), avg=0.00021831194
*Query 83: (953,47,00000000000000000000000011000000, true), avg=0.00022133191
*Query 84: (953,49,00000000000000000000000010000001, true), avg=0.00034070014
*Query 85: (953,49,00000000000000000000000010010000, true), avg=0.00031034151
*Query 86: (953,49,00000000000000000000000110000000, true), avg=0.00028769175
*Query 87: (953,50,00000000000000000000000010000001, true), avg=0.00050632158
*Query 88: (953,50,00000000000000000000000010000010, true), avg=0.00060192743
*Query 89: (953,51,00000000000000000000000110000000, true), avg=0.00077732404
*Query 90: (953,53,00000000000000000000000010000001, true), avg=0.00021759668
*Query 91: (953,53,00000000000000000000000010001000, true), avg=0.00019598007
*Query 92: (953,55,00000000000000000000000010000001, true), avg=0.00024596850
*Query 93: (953,57,00000000000000000000000010100000, true), avg=0.00036032994
*Query 94: (953,58,00000000000000000000000010010000, true), avg=0.00020766258
*Query 95: (953,58,00000000000000000000000110000000, true), avg=0.00019192695
*Query 96: (2158,0,00000000000000000000000010010000, true), avg=0.00006898244
*Query 97: (2158,5,00000000000000000000000010000010, true), avg=0.00006135304
*Query 98: (2158,5,00000000000000000000000110000000, true), avg=0.00005698204
*Query 99: (2158,6,00000000000000000000000010001000, true), avg=0.00025804837
*Query 100: (2158,6,00000000000000000000000011000000, true), avg=0.00034340222
*Query 101: (2158,7,00000000000000000000000010001000, true), avg=0.00008098284
*Query 102: (2158,8,00000000000000000000000010001000, true), avg=0.00020289421
*Query 103: (2158,8,00000000000000000000000010100000, true), avg=0.00023857752
*Query 104: (2158,9,00000000000000000000000010000001, true), avg=0.00014932950
*Query 105: (2158,9,00000000000000000000000011000000, true), avg=0.00014170010
*Query 106: (2158,10,00000000000000000000000010000010, true), avg=0.00031201044
*Query 107: (2158,10,00000000000000000000000010001000, true), avg=0.00037765502
*Query 108: (2158,11,00000000000000000000000010000100, true), avg=0.00035397211
*Query 109: (2158,11,00000000000000000000000010010000, true), avg=0.00020138422
*Query 110: (2158,13,00000000000000000000000010000010, true), avg=0.00018954277
*Query 111: (2158,16,00000000000000000000000010000010, true), avg=0.00005833307
*Query 112: (2158,16,00000000000000000000000010010000, true), avg=0.00017937024
*Query 113: (2158,16,00000000000000000000000110000000, true), avg=0.00014297167
*Query 114: (2158,17,00000000000000000000000010001000, true), avg=0.00022101402
*Query 115: (2158,18,00000000000000000000000010000001, true), avg=0.00027632713
*Query 116: (2158,18,00000000000000000000000110000000, true), avg=0.00025304158
*Query 117: (2158,19,00000000000000000000000010010000, true), avg=0.00009171168
*Query 118: (2158,20,00000000000000000000000010000100, true), avg=0.00006103515
*Query 119: (2158,20,00000000000000000000000010100000, true), avg=0.00007597605
*Query 120: (2875,6,00000000000000000000000010000100, true), avg=0.00018429756
*Query 121: (2875,6,00000000000000000000000010001000, true), avg=0.00027736028
*Query 122: (2875,11,00000000000000000000000010100000, true), avg=0.00035166740
*Query 123: (2875,11,00000000000000000000000011000000, true), avg=0.00031892458
*Query 124: (2875,12,00000000000000000000000010001000, true), avg=0.00012532869
*Query 125: (2875,20,00000000000000000000000110000000, true), avg=0.00023794174
*Query 126: (2875,22,00000000000000000000000010000010, true), avg=0.00020631154
*Query 127: (2875,22,00000000000000000000000110000000, true), avg=0.00018334388
*Query 128: (2875,23,00000000000000000000000011000000, true), avg=0.00024636586
*Query 129: (2875,24,00000000000000000000000010001000, true), avg=0.00087300936
*Query 130: (2875,25,00000000000000000000000011000000, true), avg=0.00034236907
*Query 131: (2875,30,00000000000000000000000010000010, true), avg=0.00014138221
*Query 132: (2875,30,00000000000000000000000010000100, true), avg=0.00043233235
*Query 133: (2875,30,00000000000000000000000010001000, true), avg=0.00030271212
*Query 134: (2875,30,00000000000000000000000110000000, true), avg=0.00034133593
*Query 135: (2875,31,00000000000000000000000010001000, true), avg=0.00020829836
*Query 136: (2875,31,00000000000000000000000010100000, true), avg=0.00017801920
*Query 137: (2875,31,00000000000000000000000011000000, true), avg=0.00019303957
*Query 138: (2875,32,00000000000000000000000011000000, true), avg=0.00027434031
*Query 139: (2875,33,00000000000000000000000110000000, true), avg=0.00016363461
*Query 140: (2875,35,00000000000000000000000010000010, true), avg=0.00014901161
*Query 141: (2875,35,00000000000000000000000010000100, true), avg=0.00024803479
*Query 142: (2875,35,00000000000000000000000010001000, true), avg=0.00017825762
*Query 143: (2875,35,00000000000000000000000010100000, true), avg=0.00014837582
*Query 144: (2875,37,00000000000000000000000010000100, true), avg=0.00018533070
*Query 145: (2875,37,00000000000000000000000011000000, true), avg=0.00020202000
*Query 146: (3129,19,00000000000000000000000010000010, true), avg=0.00029468536
*Query 147: (3129,20,00000000000000000000000010000010, true), avg=0.00030159950
*Query 148: (3129,24,00000000000000000000000110000000, true), avg=0.00031304359
*Query 149: (3129,26,00000000000000000000000010000010, true), avg=0.00028196970
*Query 150: (3129,26,00000000000000000000000010000100, true), avg=0.00057927767
*Query 151: (3129,31,00000000000000000000000110000000, true), avg=0.00054168701
*Query 152: (3129,32,00000000000000000000000010010000, true), avg=0.00042931238
*Query 153: (3129,34,00000000000000000000000010010000, true), avg=0.00034602483
*Query 154: (3129,34,00000000000000000000000010100000, true), avg=0.00032925605
*Query 155: (3129,34,00000000000000000000000110000000, true), avg=0.00030430157
*Query 156: (3129,49,00000000000000000000000110000000, true), avg=0.00039863586
*Query 157: (3129,54,00000000000000000000000010000010, true), avg=0.00039903322
*Query 158: (3129,58,00000000000000000000000010000100, true), avg=0.00046634674
*Query 159: (3129,58,00000000000000000000000110000000, true), avg=0.00041627883
*Query 160: (3129,66,00000000000000000000000010000010, true), avg=0.00032130877
*Query 161: (3129,67,00000000000000000000000010000001, true), avg=0.00054971377
*Query 162: (3129,67,00000000000000000000000010010000, true), avg=0.00082270304
*Query 163: (3129,67,00000000000000000000000010100000, true), avg=0.00092593828
*Query 164: (3129,68,00000000000000000000000010000100, true), avg=0.00028332074
*Query 165: (3129,68,00000000000000000000000010100000, true), avg=0.00027434031
*Query 166: (3129,71,00000000000000000000000010000010, true), avg=0.00050703684
*Query 167: (3129,71,00000000000000000000000011000000, true), avg=0.00056767463
*Query 168: (3129,71,00000000000000000000000110000000, true), avg=0.00050298372
*Query 169: (3129,72,00000000000000000000000110000000, true), avg=0.00043201446
*Query 170: (3129,73,00000000000000000000000010000001, true), avg=0.00063800811
*Query 171: (3129,73,00000000000000000000000110000000, true), avg=0.00049996376
*Query 172: (3150,6,00000000000000000000000011000000, true), avg=0.00026035308
*Query 173: (3150,6,00000000000000000000000110000000, true), avg=0.00017801920
*Query 174: (3150,11,00000000000000000000000011000000, true), avg=0.00024708112
*Query 175: (3150,18,00000000000000000000000110000000, true), avg=0.00026305516
*Query 176: (3150,20,00000000000000000000000010000100, true), avg=0.00019701321
*Query 177: (3150,23,00000000000000000000000110000000, true), avg=0.00022832552
*Query 178: (3150,24,00000000000000000000000010000010, true), avg=0.00026766459
*Query 179: (3150,24,00000000000000000000000010100000, true), avg=0.00043098131
*Query 180: (3310,19,00000000000000000000000010001000, true), avg=0.00054701169
*Query 181: (3310,19,00000000000000000000000110000000, true), avg=0.00047397613
*Query 182: (3310,24,00000000000000000000000010000100, true), avg=0.00043996175
*Query 183: (3310,27,00000000000000000000000110000000, true), avg=0.00029730796
*Query 184: (3310,31,00000000000000000000000010000001, true), avg=0.00053699811
*Query 185: (3310,31,00000000000000000000000010000100, true), avg=0.00055503845
*Query 186: (3310,31,00000000000000000000000010100000, true), avg=0.00040300687
*Query 187: (3310,32,00000000000000000000000011000000, true), avg=0.00049463907
*Query 188: (3310,32,00000000000000000000000110000000, true), avg=0.00050799051
*Query 189: (4078,11,00000000000000000000000010000100, true), avg=0.00038131078
*Query 190: (4078,11,00000000000000000000000010001000, true), avg=0.00027489662
*Query 191: (4078,13,00000000000000000000000011000000, true), avg=0.00027569135
*Query 192: (4078,19,00000000000000000000000010001000, true), avg=0.00037145614
*Query 193: (4078,21,00000000000000000000000110000000, true), avg=0.00033704439
*Query 194: (4078,24,00000000000000000000000010001000, true), avg=0.00043837229
*Query 195: (4078,24,00000000000000000000000110000000, true), avg=0.00087165832
*Query 196: (4078,27,00000000000000000000000010100000, true), avg=0.00044536590
*Query 197: (4831,2,00000000000000000000000010001000, true), avg=0.00010538101
*Query 198: (4831,6,00000000000000000000000010100000, true), avg=0.00008034706
*Query 199: (4831,10,00000000000000000000000010000010, true), avg=0.00031693776
*Query 200: (4831,10,00000000000000000000000010010000, true), avg=0.00025534629
*Query 201: (4831,11,00000000000000000000000010000100, true), avg=0.00031264623
*Query 202: (4831,12,00000000000000000000000010000100, true), avg=0.00007597605
*Query 203: (4831,12,00000000000000000000000010001000, true), avg=0.00007565816
*Query 204: (4831,13,00000000000000000000000010000001, true), avg=0.00019303957
*Query 205: (4831,13,00000000000000000000000011000000, true), avg=0.00018159548
*Query 206: (4831,16,00000000000000000000000110000000, true), avg=0.00009171168
*Query 207: (4831,17,00000000000000000000000010000001, true), avg=0.00021131833
*Query 208: (4831,17,00000000000000000000000010001000, true), avg=0.00021902720
*Query 209: (4831,17,00000000000000000000000010010000, true), avg=0.00018827120
*Query 210: (4831,17,00000000000000000000000110000000, true), avg=0.00018564860
*Query 211: (4831,18,00000000000000000000000010001000, true), avg=0.00008638699
*Query 212: (4831,18,00000000000000000000000010100000, true), avg=0.00008368492
*Query 213: (4831,18,00000000000000000000000011000000, true), avg=0.00008304913
*Query 214: (4831,18,00000000000000000000000110000000, true), avg=0.00007899602
*Query 215: (4831,19,00000000000000000000000010000001, true), avg=0.00012000401
*Query 216: (4831,19,00000000000000000000000010000010, true), avg=0.00039498011
*Query 217: (4831,20,00000000000000000000000010000100, true), avg=0.00014734268
*Query 218: (4831,20,00000000000000000000000010010000, true), avg=0.00014464060
*Query 219: (4831,22,00000000000000000000000010000001, true), avg=0.00012032190
*Query 220: (4831,22,00000000000000000000000110000000, true), avg=0.00010395050
*Query 221: (4831,23,00000000000000000000000010000100, true), avg=0.00019629796
*Query 222: (4831,24,00000000000000000000000010000010, true), avg=0.00028196970
*Query 223: (4831,24,00000000000000000000000010001000, true), avg=0.00047500928
*Query 224: (4831,26,00000000000000000000000010000010, true), avg=0.00016132990
*Query 225: (4831,26,00000000000000000000000010001000, true), avg=0.00013105074
*Query 226: (4831,28,00000000000000000000000010010000, true), avg=0.00007939338
*Query 227: (4831,30,00000000000000000000000010000001, true), avg=0.00032830238
*Query 228: (4831,31,00000000000000000000000010001000, true), avg=0.00039156277
*Query 229: (4831,31,00000000000000000000000010010000, true), avg=0.00038901964
*Query 230: (4831,32,00000000000000000000000010000010, true), avg=0.00036366780
*Query 231: (4831,32,00000000000000000000000010100000, true), avg=0.00040499369
*Query 232: (4831,33,00000000000000000000000010000010, true), avg=0.00032703081
*Query 233: (4831,33,00000000000000000000000010000100, true), avg=0.00029397010
*Query 234: (4831,33,00000000000000000000000010001000, true), avg=0.00029730796
*Query 235: (4831,33,00000000000000000000000110000000, true), avg=0.00025701522
*Query 236: (4831,34,00000000000000000000000011000000, true), avg=0.00023595492
*Query 237: (4831,35,00000000000000000000000010001000, true), avg=0.00048367182
*Query 238: (4831,35,00000000000000000000000010100000, true), avg=0.00046133995
*Query 239: (4831,38,00000000000000000000000010000100, true), avg=0.00011467933
*Query 240: (4831,38,00000000000000000000000010001000, true), avg=0.00011531511
*Query 241: (4831,38,00000000000000000000000010010000, true), avg=0.00011507670
*Query 242: (4831,38,00000000000000000000000011000000, true), avg=0.00011229515
*Query 243: (4831,38,00000000000000000000000110000000, true), avg=0.00010402997
*Query 244: (4831,40,00000000000000000000000010000001, true), avg=0.00014797846
*Query 245: (4831,40,00000000000000000000000010000100, true), avg=0.00014130274
*Query 246: (4831,41,00000000000000000000000010000001, true), avg=0.00020305315
*Query 247: (4831,41,00000000000000000000000010000010, true), avg=0.00021028518
*Query 248: (4831,41,00000000000000000000000010000100, true), avg=0.00019963582
*Query 249: (4831,41,00000000000000000000000010010000, true), avg=0.00020670890
*Query 250: (4831,42,00000000000000000000000010100000, true), avg=0.00048168500
*Query 251: (4831,42,00000000000000000000000110000000, true), avg=0.00044266382
*Query 252: (4831,43,00000000000000000000000010010000, true), avg=0.00037932395
*Query 253: (4831,45,00000000000000000000000010000100, true), avg=0.00040197372
*Query 254: (4831,45,00000000000000000000000010100000, true), avg=0.00045601526
*Query 255: (4831,46,00000000000000000000000010000001, true), avg=0.00008471806
*Query 256: (4831,46,00000000000000000000000010001000, true), avg=0.00007597605
*Query 257: (4831,46,00000000000000000000000010100000, true), avg=0.00007438659
*Query 258: (4831,46,00000000000000000000000011000000, true), avg=0.00007263819
*Query 259: (4831,47,00000000000000000000000010000100, true), avg=0.00018302599
*Query 260: (4831,47,00000000000000000000000010100000, true), avg=0.00017372767
*Query 261: (5195,3,00000000000000000000000110000000, true), avg=0.00009894371
*Query 262: (5195,5,00000000000000000000000010000001, true), avg=0.00006071726
*Query 263: (5195,6,00000000000000000000000010000001, true), avg=0.00011102358
*Query 264: (5195,6,00000000000000000000000010001000, true), avg=0.00010903676
*Query 265: (5195,6,00000000000000000000000011000000, true), avg=0.00011801719
*Query 266: (5195,10,00000000000000000000000010001000, true), avg=0.00028697649
*Query 267: (5195,11,00000000000000000000000010000001, true), avg=0.00006500879
*Query 268: (5195,11,00000000000000000000000010000100, true), avg=0.00005992253
*Query 269: (5547,3,00000000000000000000000010100000, true), avg=0.00017189979
*Query 270: (5547,4,00000000000000000000000010001000, true), avg=0.00017635027
*Query 271: (5547,10,00000000000000000000000010000010, true), avg=0.00021839141
*Query 272: (5547,10,00000000000000000000000010100000, true), avg=0.00020464261
*Query 273: (5547,11,00000000000000000000000010000100, true), avg=0.00020329157
*Query 274: (5547,11,00000000000000000000000010100000, true), avg=0.00023333231
*Query 275: (5547,13,00000000000000000000000010100000, true), avg=0.00021704037
*Query 276: (5547,13,00000000000000000000000110000000, true), avg=0.00019923845
*Query 277: (5547,20,00000000000000000000000010000010, true), avg=0.00021632512
*Query 278: (5715,0,00000000000000000000000010010000, true), avg=0.00006373723
*Query 279: (5715,0,00000000000000000000000011000000, true), avg=0.00009791056
*Query 280: (5715,1,00000000000000000000000110000000, true), avg=0.00017571449
*Query 281: (5715,3,00000000000000000000000010000001, true), avg=0.00011436144
*Query 282: (5715,3,00000000000000000000000010010000, true), avg=0.00010466575
*Query 283: (5715,5,00000000000000000000000010000010, true), avg=0.00022403399
*Query 284: (5715,5,00000000000000000000000010010000, true), avg=0.00018175443
*Query 285: (7667,7,00000000000000000000000010010000, true), avg=0.00012365976
*Query 286: (7667,8,00000000000000000000000010000001, true), avg=0.00020933151
*Query 287: (7667,8,00000000000000000000000011000000, true), avg=0.00022006034
*Query 288: (7667,13,00000000000000000000000010010000, true), avg=0.00020297368
*Query 289: (7667,20,00000000000000000000000011000000, true), avg=0.00017833709
*Query 290: (7667,22,00000000000000000000000010010000, true), avg=0.00014003117
*Query 291: (7667,23,00000000000000000000000010000001, true), avg=0.00015195210
*Query 292: (7667,26,00000000000000000000000010000100, true), avg=0.00028236707
*Query 293: (7667,26,00000000000000000000000011000000, true), avg=0.00026392936
*Query 294: (7667,27,00000000000000000000000010000001, true), avg=0.00032273928
*Query 295: (8533,6,00000000000000000000000010000010, true), avg=0.00023500124
*Query 296: (8533,16,00000000000000000000000011000000, true), avg=0.00028697649
*Query 297: (8533,19,00000000000000000000000010000010, true), avg=0.00021298726
*Query 298: (8533,19,00000000000000000000000011000000, true), avg=0.00023603439
*Query 299: (8533,21,00000000000000000000000010000010, true), avg=0.00021696090
*Query 300: (8533,22,00000000000000000000000010000001, true), avg=0.00021767616
*Query 301: (8533,30,00000000000000000000000010000100, true), avg=0.00022999445
*Query 302: (8533,31,00000000000000000000000010010000, true), avg=0.00028570493
*Query 303: (8533,31,00000000000000000000000110000000, true), avg=0.00023134549
*Query 304: (8533,32,00000000000000000000000010010000, true), avg=0.00032091140
*Query 305: (8533,32,00000000000000000000000110000000, true), avg=0.00026663144
*Query 306: (8533,33,00000000000000000000000010000010, true), avg=0.00029039382
*Query 307: (8533,36,00000000000000000000000010000010, true), avg=0.00025796890
*Query 308: (8533,36,00000000000000000000000010100000, true), avg=0.00023937225
*Query 309: (8533,37,00000000000000000000000010001000, true), avg=0.00027028719
*Query 310: (8533,37,00000000000000000000000011000000, true), avg=0.00026233990
*Query 311: (8533,43,00000000000000000000000010001000, true), avg=0.00027132034
*Query 312: (9299,11,00000000000000000000000010100000, true), avg=0.00038242340
*Query 313: (9299,19,00000000000000000000000010000010, true), avg=0.00048931439
*Query 314: (9299,19,00000000000000000000000010010000, true), avg=0.00027767817
*Query 315: (9299,19,00000000000000000000000010100000, true), avg=0.00055058797
*Query 316: (9299,19,00000000000000000000000110000000, true), avg=0.00042033195
*Query 317: (9299,21,00000000000000000000000010000100, true), avg=0.00023667017
*Query 318: (9299,21,00000000000000000000000010001000, true), avg=0.00023293495
*Query 319: (9299,30,00000000000000000000000010000100, true), avg=0.00033402442
*Query 320: (9299,30,00000000000000000000000010100000, true), avg=0.00036931037
*Query 321: (9299,32,00000000000000000000000110000000, true), avg=0.00034030278
*Query 322: (10163,10,00000000000000000000000010000010, true), avg=0.00044361750
*Query 323: (10163,10,00000000000000000000000010001000, true), avg=0.00026329358
*Query 324: (10163,13,00000000000000000000000010100000, true), avg=0.00029635429
*Query 325: (10163,13,00000000000000000000000110000000, true), avg=0.00030501683
*Query 326: (10163,22,00000000000000000000000010000010, true), avg=0.00022236506
*Query 327: (10163,23,00000000000000000000000110000000, true), avg=0.00025399525
*Query 328: (10163,24,00000000000000000000000010000001, true), avg=0.00025033950
*Query 329: (10163,24,00000000000000000000000010100000, true), avg=0.00025629997
*Query 330: (10163,25,00000000000000000000000010000001, true), avg=0.00033569335
*Query 331: (10163,25,00000000000000000000000010000010, true), avg=0.00032567977
*Query 332: (10163,25,00000000000000000000000011000000, true), avg=0.00032798449
*Query 333: (10163,28,00000000000000000000000010100000, true), avg=0.00031805038
*Query 334: (10163,29,00000000000000000000000010000010, true), avg=0.00022300084
*Query 335: (10163,29,00000000000000000000000010100000, true), avg=0.00021966298
*Query 336: (10163,33,00000000000000000000000010000010, true), avg=0.00052094459
*Query 337: (10163,33,00000000000000000000000010100000, true), avg=0.00057554244
*Query 338: (10163,34,00000000000000000000000110000000, true), avg=0.00025367736
*Query 339: (10163,42,00000000000000000000000010000100, true), avg=0.00032170613
*Query 340: (10163,42,00000000000000000000000010100000, true), avg=0.00026861826
*Query 341: (10215,1,00000000000000000000000010100000, true), avg=0.00005674362
*Query 342: (10215,2,00000000000000000000000010001000, true), avg=0.00000739097
*Query 343: (10215,2,00000000000000000000000110000000, true), avg=0.00000635782
*Query 344: (10215,3,00000000000000000000000010000010, true), avg=0.00004927317
*Query 345: (10215,4,00000000000000000000000010000001, true), avg=0.00010132789
*Query 346: (10215,6,00000000000000000000000010000001, true), avg=0.00005467732
*Query 347: (10215,6,00000000000000000000000010000010, true), avg=0.00005435943
*Query 348: (10215,6,00000000000000000000000010001000, true), avg=0.00005435943
*Query 349: (10215,6,00000000000000000000000110000000, true), avg=0.00004768371
*Query 350: (10215,7,00000000000000000000000010000001, true), avg=0.00001064936
*Query 351: (10215,7,00000000000000000000000010001000, true), avg=0.00001168251
*Query 352: (10215,7,00000000000000000000000010010000, true), avg=0.00001835823
*Query 353: (10215,8,00000000000000000000000010000010, true), avg=0.00011301040
*Query 354: (10215,9,00000000000000000000000010000001, true), avg=0.00003202756
*Query 355: (10215,9,00000000000000000000000010000010, true), avg=0.00001033147
*Query 356: (10215,9,00000000000000000000000010010000, true), avg=0.00006333986
*Query 357: (10215,9,00000000000000000000000011000000, true), avg=0.00005269050
*Query 358: (10215,10,00000000000000000000000010000001, true), avg=0.00001096725
*Query 359: (10215,10,00000000000000000000000011000000, true), avg=0.00000969568
*Query 360: (10229,0,00000000000000000000000010000100, true), avg=0.00009067853
*Query 361: (10229,1,00000000000000000000000011000000, true), avg=0.00011261304
*Query 362: (10229,2,00000000000000000000000010010000, true), avg=0.00004935264
*Query 363: (10229,2,00000000000000000000000010100000, true), avg=0.00002932548
*Query 364: (10229,2,00000000000000000000000110000000, true), avg=0.00004537900
*Query 365: (10229,3,00000000000000000000000010010000, true), avg=0.00010037422
*Query 366: (10229,3,00000000000000000000000110000000, true), avg=0.00008996327
*Query 367: (10229,4,00000000000000000000000010000010, true), avg=0.00003202756
*Query 368: (10468,5,00000000000000000000000010001000, true), avg=0.00013772646
*Query 369: (10468,6,00000000000000000000000010000100, true), avg=0.00012803077
*Query 370: (10468,6,00000000000000000000000010010000, true), avg=0.00016069412
*Query 371: (10468,6,00000000000000000000000011000000, true), avg=0.00016093254
*Query 372: (10468,8,00000000000000000000000010000010, true), avg=0.00007438659
*Query 373: (10468,10,00000000000000000000000010100000, true), avg=0.00054963429
*Query 374: (10468,11,00000000000000000000000010000001, true), avg=0.00019598007
*Query 375: (10468,11,00000000000000000000000010001000, true), avg=0.00018231074
*Query 376: (10468,11,00000000000000000000000011000000, true), avg=0.00013033548
