10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 1000
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V25kD4L12exp.edge
DGraph |V|=25000,|E|=99990,|L|=12
DGraph size(byte)=1599840, time(s)=0.0131979
dataset: ./experiments/graphs/synthetic/PA/exp/V25kD4L12exp.edge with |L|=12 and |V|=25000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 1599840
BFS required index construction time (s): 0.013198
Method: BFS queryset: 0
*Query 0: (104,0,00000000000000000000110010000000, true), avg=0.00008392333
*Query 1: (104,0,00000000000000000001100000000001, true), avg=0.00007263819
*Query 2: (104,1,00000000000000000000100010001000, true), avg=0.00008964538
*Query 3: (104,1,00000000000000000000100100000010, true), avg=0.00006302197
*Query 4: (104,2,00000000000000000000000001000101, true), avg=0.00001827875
*Query 5: (104,2,00000000000000000000000001010100, true), avg=0.00004466374
*Query 6: (104,2,00000000000000000001101000000000, true), avg=0.00001231829
*Query 7: (104,3,00000000000000000000001010000001, true), avg=0.00002129872
*Query 8: (104,3,00000000000000000000100000000110, true), avg=0.00007001558
*Query 9: (104,3,00000000000000000000101000010000, true), avg=0.00007605552
*Query 10: (104,4,00000000000000000000001001000100, true), avg=0.00001899401
*Query 11: (104,4,00000000000000000000001010000001, true), avg=0.00000770886
*Query 12: (104,4,00000000000000000000100000001001, true), avg=0.00003099441
*Query 13: (104,5,00000000000000000000100010001000, true), avg=0.00000969568
*Query 14: (104,5,00000000000000000001100000001000, true), avg=0.00004402796
*Query 15: (104,5,00000000000000000001100000100000, true), avg=0.00005102157
*Query 16: (104,6,00000000000000000000100000100001, true), avg=0.00004967053
*Query 17: (104,6,00000000000000000000100100000001, true), avg=0.00016959508
*Query 18: (104,6,00000000000000000000101000100000, true), avg=0.00004831949
*Query 19: (111,7,00000000000000000000100000001001, true), avg=0.00015266736
*Query 20: (111,11,00000000000000000000100000001010, true), avg=0.00021425882
*Query 21: (111,11,00000000000000000000100100100000, true), avg=0.00022729237
