10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 1000
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V5kD3L8exp.edge
dataset: ./experiments/graphs/synthetic/PA/exp/V5kD3L8exp.edge with |L|=8 and |V|=5000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 239904
BFS required index construction time (s): 0.00192318
Method: BFS queryset: 0
*Query 0: (14,2427,00000000000000000000000010000010, true), avg=0.00021362304
*Query 1: (14,2427,00000000000000000000000010001000, true), avg=0.00022633870
*Query 2: (14,2427,00000000000000000000000010100000, true), avg=0.00021068255
*Query 3: (14,2427,00000000000000000000000110000000, true), avg=0.00019200642
*Query 4: (14,2428,00000000000000000000000010000001, true), avg=0.00025105476
*Query 5: (14,2430,00000000000000000000000010000010, true), avg=0.00020273526
*Query 6: (14,2430,00000000000000000000000010010000, true), avg=0.00020297368
*Query 7: (14,2430,00000000000000000000000010100000, true), avg=0.00020360946
*Query 8: (14,2430,00000000000000000000000110000000, true), avg=0.00018731753
*Query 9: (14,2431,00000000000000000000000010000100, true), avg=0.00014901161
*Query 10: (14,2431,00000000000000000000000011000000, true), avg=0.00005237261
*Query 11: (14,2434,00000000000000000000000010000001, true), avg=0.00020694732
*Query 12: (51,421,00000000000000000000000010100000, true), avg=0.00024366378
*Query 13: (51,421,00000000000000000000000011000000, true), avg=0.00016101201
*Query 14: (51,423,00000000000000000000000010001000, true), avg=0.00022737185
*Query 15: (51,423,00000000000000000000000110000000, true), avg=0.00020599365
*Query 16: (51,424,00000000000000000000000011000000, true), avg=0.00022562344
*Query 17: (51,425,00000000000000000000000010100000, true), avg=0.00003639856
*Query 18: (51,425,00000000000000000000000011000000, true), avg=0.00003798802
*Query 19: (51,425,00000000000000000000000110000000, true), avg=0.00002964337
*Query 20: (51,426,00000000000000000000000010100000, true), avg=0.00005070368
*Query 21: (51,427,00000000000000000000000010001000, true), avg=0.00005006790
*Query 22: (51,427,00000000000000000000000010100000, true), avg=0.00005094210
*Query 23: (51,428,00000000000000000000000010100000, true), avg=0.00018334388
*Query 24: (51,430,00000000000000000000000010000100, true), avg=0.00018270810
*Query 25: (51,430,00000000000000000000000011000000, true), avg=0.00020798047
*Query 26: (51,432,00000000000000000000000010001000, true), avg=0.00021028518
*Query 27: (51,433,00000000000000000000000010000010, true), avg=0.00010363260
*Query 28: (51,433,00000000000000000000000010010000, true), avg=0.00009067853
*Query 29: (100,1896,00000000000000000000000010010000, true), avg=0.00018803278
*Query 30: (100,1896,00000000000000000000000010100000, true), avg=0.00016228357
*Query 31: (100,1897,00000000000000000000000010000010, true), avg=0.00021767616
*Query 32: (100,1898,00000000000000000000000010000001, true), avg=0.00025169054
*Query 33: (100,1898,00000000000000000000000110000000, true), avg=0.00021735827
*Query 34: (100,1900,00000000000000000000000010000001, true), avg=0.00027235349
*Query 35: (100,1903,00000000000000000000000010000010, true), avg=0.00019637743
*Query 36: (100,1903,00000000000000000000000010001000, true), avg=0.00021632512
*Query 37: (100,1904,00000000000000000000000010010000, true), avg=0.00003965695
*Query 38: (100,1905,00000000000000000000000010000100, true), avg=0.00005698204
*Query 39: (100,1905,00000000000000000000000010010000, true), avg=0.00006000200
*Query 40: (100,1905,00000000000000000000000011000000, true), avg=0.00002241134
*Query 41: (100,1906,00000000000000000000000010000010, true), avg=0.00013868014
*Query 42: (100,1906,00000000000000000000000010000100, true), avg=0.00011666615
*Query 43: (100,1906,00000000000000000000000011000000, true), avg=0.00012405713
*Query 44: (132,4441,00000000000000000000000010000001, true), avg=0.00013295809
*Query 45: (132,4441,00000000000000000000000010010000, true), avg=0.00012199083
*Query 46: (132,4442,00000000000000000000000010001000, true), avg=0.00023500124
*Query 47: (132,4443,00000000000000000000000110000000, true), avg=0.00013097127
