10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 100
DGraph fileName=./experiments/graphs/synthetic/PA/norm/V25kD2L8norm.edge
DGraph |V|=25000,|E|=49997,|L|=8
DGraph size(byte)=799952, time(s)=0.022686
dataset: ./experiments/graphs/synthetic/PA/norm/V25kD2L8norm.edge with |L|=8 and |V|=25000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 799952
BFS required index construction time (s): 0.0226861
Method: BFS queryset: 0
Query 0: (19,0,00000000000000000000000000010010, true), avg=0.00003290176
Query 1: (19,1,00000000000000000000000000001100, true), avg=0.00032291412
Query 2: (19,4,00000000000000000000000000110000, true), avg=0.00004811286
Query 3: (802,1,00000000000000000000000000101000, true), avg=0.00042638778
Query 4: (802,10,00000000000000000000000000001100, true), avg=0.00022518634
Query 5: (802,11,00000000000000000000000000001100, true), avg=0.00025057792
Query 6: (1767,0,00000000000000000000000010001000, true), avg=0.00013039112
Query 7: (1767,2,00000000000000000000000010001000, true), avg=0.00008089542
Query 8: (1767,79,00000000000000000000000010001000, true), avg=0.00004191398
Query 9: (1767,184,00000000000000000000000010001000, true), avg=0.00005221366
Query 10: (1767,258,00000000000000000000000010001000, true), avg=0.00005030632
Query 11: (1832,35,00000000000000000000000000001100, true), avg=0.00044469833
Query 12: (1832,55,00000000000000000000000000001100, true), avg=0.00050659179
Query 13: (1832,232,00000000000000000000000000001100, true), avg=0.00035867691
Query 14: (1832,239,00000000000000000000000000001100, true), avg=0.00036690235
Query 15: (2413,29,00000000000000000000000000001100, true), avg=0.00038716793
Query 16: (2593,1,00000000000000000000000000101000, true), avg=0.00043971538
Query 17: (2873,139,00000000000000000000000000001100, true), avg=0.00038259029
Query 18: (3844,34,00000000000000000000000000101000, true), avg=0.00041399002
Query 19: (3844,47,00000000000000000000000001010000, true), avg=0.00037050247
Query 20: (3844,73,00000000000000000000000001010000, true), avg=0.00036880970
Query 21: (3844,90,00000000000000000000000000101000, true), avg=0.00045070648
Query 22: (5495,6,00000000000000000000000000001100, true), avg=0.00049140453
Query 23: (5495,17,00000000000000000000000000001100, true), avg=0.00023770332
Query 24: (5495,29,00000000000000000000000000001100, true), avg=0.00032858848
Query 25: (5495,32,00000000000000000000000000001100, true), avg=0.00038590431
Query 26: (6375,9,00000000000000000000000000011000, true), avg=0.00031440258
Query 27: (6375,14,00000000000000000000000000001100, true), avg=0.00049390792
Query 28: (6774,8,00000000000000000000000000100100, true), avg=0.00012280941
Query 29: (6774,14,00000000000000000000000000100100, true), avg=0.00031411647
Query 30: (6774,29,00000000000000000000000000100100, true), avg=0.00010211467
Query 31: (6918,22,00000000000000000000000000010100, true), avg=0.00055055618
Query 32: (8389,28,00000000000000000000000000001100, true), avg=0.00020239353
Query 33: (8389,46,00000000000000000000000000001100, true), avg=0.00016701221
Query 34: (8654,7,00000000000000000000000001001000, true), avg=0.00009219646
Query 35: (8654,11,00000000000000000000000001001000, true), avg=0.00022680759
Query 36: (8654,13,00000000000000000000000001001000, true), avg=0.00012030601
