10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 100
DGraph fileName=./experiments/graphs/synthetic/PA/uni/V25kD2L8uni.edge
DGraph |V|=25000,|E|=49997,|L|=8
DGraph size(byte)=799952, time(s)=0.00748706
dataset: ./experiments/graphs/synthetic/PA/uni/V25kD2L8uni.edge with |L|=8 and |V|=25000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 799952
BFS required index construction time (s): 0.00748711
Method: BFS queryset: 0
Query 0: (133,3,00000000000000000000000001000100, true), avg=0.00000410079
Query 1: (133,4,00000000000000000000000000000011, true), avg=0.00000360012
Query 2: (133,4,00000000000000000000000001000100, true), avg=0.00003859996
Query 3: (236,3,00000000000000000000000010000100, true), avg=0.00001659393
Query 4: (236,4,00000000000000000000000011000000, true), avg=0.00002450942
Query 5: (236,5,00000000000000000000000010000100, true), avg=0.00003979206
Query 6: (236,6,00000000000000000000000000000011, true), avg=0.00001699924
Query 7: (236,6,00000000000000000000000010010000, true), avg=0.00004999637
Query 8: (236,10,00000000000000000000000000000011, true), avg=0.00003619194
Query 9: (236,10,00000000000000000000000011000000, true), avg=0.00002949237
Query 10: (236,11,00000000000000000000000010000001, true), avg=0.00003819465
Query 11: (236,14,00000000000000000000000010010000, true), avg=0.00002369880
Query 12: (236,17,00000000000000000000000010000010, true), avg=0.00007429122
Query 13: (236,18,00000000000000000000000010000100, true), avg=0.00001399517
Query 14: (648,299,00000000000000000000000001000010, true), avg=0.00004191398
Query 15: (648,396,00000000000000000000000001000010, true), avg=0.00003778934
Query 16: (648,645,00000000000000000000000001000010, true), avg=0.00004010200
Query 17: (648,1084,00000000000000000000000001000010, true), avg=0.00003919601
Query 18: (648,1089,00000000000000000000000001000010, true), avg=0.00003669261
Query 19: (648,1419,00000000000000000000000001000010, true), avg=0.00004019737
Query 20: (866,32,00000000000000000000000000001010, true), avg=0.00004410743
Query 21: (866,51,00000000000000000000000000001100, true), avg=0.00005061626
Query 22: (991,0,00000000000000000000000001000100, true), avg=0.00001740455
Query 23: (991,0,00000000000000000000000010010000, true), avg=0.00003550052
Query 24: (991,0,00000000000000000000000011000000, true), avg=0.00002720355
Query 25: (991,2,00000000000000000000000000001010, true), avg=0.00001881122
Query 26: (991,7,00000000000000000000000010010000, true), avg=0.00001449584
Query 27: (1023,5,00000000000000000000000000010001, true), avg=0.00003349781
Query 28: (1023,7,00000000000000000000000000011000, true), avg=0.00001292228
Query 29: (1023,7,00000000000000000000000001010000, true), avg=0.00001869201
Query 30: (2327,7,00000000000000000000000000010010, true), avg=0.00001327991
Query 31: (2327,34,00000000000000000000000000010010, true), avg=0.00002770423
Query 32: (2780,10,00000000000000000000000000000011, true), avg=0.00006508827
Query 33: (2780,22,00000000000000000000000000000011, true), avg=0.00006790161
Query 34: (2836,10,00000000000000000000000001000010, true), avg=0.00002231597
Query 35: (5991,1,00000000000000000000000000000011, true), avg=0.00002298355
Query 36: (5991,2,00000000000000000000000000000011, true), avg=0.00002729892
Query 37: (5991,8,00000000000000000000000001010000, true), avg=0.00002570152
Query 38: (5991,10,00000000000000000000000000010010, true), avg=0.00002989768
Query 39: (6110,6,00000000000000000000000010010000, true), avg=0.00006430149
Query 40: (6110,13,00000000000000000000000010010000, true), avg=0.00004198551
Query 41: (6110,21,00000000000000000000000010010000, true), avg=0.00005471706
Query 42: (6110,29,00000000000000000000000010010000, true), avg=0.00005729198
Query 43: (6110,35,00000000000000000000000000011000, true), avg=0.00005989074
Query 44: (7389,15,00000000000000000000000011000000, true), avg=0.00004868507
Query 45: (7671,29,00000000000000000000000001000010, true), avg=0.00003890991
Query 46: (8250,2,00000000000000000000000000010100, true), avg=0.00003609657
Query 47: (8250,91,00000000000000000000000000010100, true), avg=0.00004060268
Query 48: (8250,379,00000000000000000000000000010100, true), avg=0.00004839897
Query 49: (8250,388,00000000000000000000000000010100, true), avg=0.00004789829
Query 50: (8250,410,00000000000000000000000000010100, true), avg=0.00004332065
Query 51: (8250,466,00000000000000000000000000010100, true), avg=0.00004901885
Query 52: (8484,11,00000000000000000000000001010000, true), avg=0.00005469322
Query 53: (8484,25,00000000000000000000000011000000, true), avg=0.00004220008
Query 54: (8484,30,00000000000000000000000001010000, true), avg=0.00003931522
Query 55: (8484,31,00000000000000000000000001000010, true), avg=0.00004110336
Query 56: (8484,40,00000000000000000000000001001000, true), avg=0.00004007816
Query 57: (8484,47,00000000000000000000000001000010, true), avg=0.00004131793
Query 58: (8484,55,00000000000000000000000001001000, true), avg=0.00004050731
Query 59: (8484,130,00000000000000000000000001000001, true), avg=0.00005960464
Query 60: (8484,150,00000000000000000000000011000000, true), avg=0.00004000663
