10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 100
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V5kD2L12exp.edge
DGraph |V|=5000,|E|=9997,|L|=12
DGraph size(byte)=159952, time(s)=0.00145292
dataset: ./experiments/graphs/synthetic/PA/exp/V5kD2L12exp.edge with |L|=12 and |V|=5000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 159952
BFS required index construction time (s): 0.00145297
Method: BFS queryset: 0
Query 0: (0,4,00000000000000000000100001100000, true), avg=0.00004730224
Query 1: (0,16,00000000000000000000100100010000, true), avg=0.00002808570
Query 2: (0,16,00000000000000000000101000000100, true), avg=0.00005841255
Query 3: (0,26,00000000000000000000100010100000, true), avg=0.00005710124
Query 4: (0,26,00000000000000000000100100000001, true), avg=0.00005788803
Query 5: (38,3,00000000000000000000100100000100, true), avg=0.00001099109
Query 6: (38,5,00000000000000000000100001000001, true), avg=0.00002739429
Query 7: (38,6,00000000000000000000110000010000, true), avg=0.00002570152
Query 8: (38,8,00000000000000000000100010001000, true), avg=0.00001490116
Query 9: (38,9,00000000000000000000110010000000, true), avg=0.00003550052
Query 10: (537,4,00000000000000000000110000100000, true), avg=0.00002169609
Query 11: (537,9,00000000000000000000100000000110, true), avg=0.00005040168
Query 12: (537,10,00000000000000000000110000100000, true), avg=0.00003981590
Query 13: (537,20,00000000000000000000100001010000, true), avg=0.00002658367
Query 14: (537,23,00000000000000000000100001000010, true), avg=0.00003859996
Query 15: (537,23,00000000000000000000100010010000, true), avg=0.00004351139
Query 16: (537,23,00000000000000000001110000000000, true), avg=0.00003259181
Query 17: (537,24,00000000000000000000100000010100, true), avg=0.00002248287
Query 18: (537,26,00000000000000000000100000101000, true), avg=0.00005230903
Query 19: (537,28,00000000000000000000110000000001, true), avg=0.00004000663
Query 20: (645,6,00000000000000000000111000000000, true), avg=0.00002880096
Query 21: (645,13,00000000000000000000100000001001, true), avg=0.00005319118
Query 22: (645,15,00000000000000000000100000011000, true), avg=0.00012660026
Query 23: (645,16,00000000000000000001100000000001, true), avg=0.00003471374
Query 24: (645,17,00000000000000000000101100000000, true), avg=0.00002958774
Query 25: (645,17,00000000000000000001100000000001, true), avg=0.00002779960
Query 26: (645,21,00000000000000000000100001100000, true), avg=0.00005478858
Query 27: (645,23,00000000000000000000100001000010, true), avg=0.00007619857
Query 28: (645,23,00000000000000000000110010000000, true), avg=0.00005888938
Query 29: (645,24,00000000000000000000101000100000, true), avg=0.00005040168
Query 30: (645,24,00000000000000000000111000000000, true), avg=0.00004770755
Query 31: (645,25,00000000000000000000100010000001, true), avg=0.00003499984
